Type,SKU,Name,Description,Regular price,Categories,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
simple,CHAR0018,Ch-18091an8 charola a-18  p-9 clase 8b carga,CH-18091AN8 CHAROLA A-18  P-9 CLASE 8B CARGA,1572.29,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0032,"Tee horizontal 12"" radio 8","TEE HORIZONTAL 12"" RADIO 8",914.39,FERRETERÍA > Hidráulico,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0038,"Th-18r081A tee horizontal 18"" radio 8","TH-18R081A TEE HORIZONTAL 18"" RADIO 8",1027.53,FERRETERÍA > Hidráulico,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0039,"Th-06r081A tee horizontal 06"" radio 8","TH-06R081A TEE HORIZONTAL 06"" RADIO 8",718.185,FERRETERÍA > Hidráulico,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0062,"Rl-12061A reduccion recta 12"" a 6""","RL-12061A REDUCCION RECTA 12"" A 6""",434.6,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0068,"Rl-1812a1A reduccion recta 18"" a 12""","RL-1812A1A REDUCCION RECTA 18"" A 12""",468.5,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0082,"Vh-12r08091A curva horizontal 12"" radio 8ang 90°","VH-12R08091A CURVA HORIZONTAL 12"" RADIO 8ANG 90°",480.29,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0083,"Ve-06r08901A curva vertical exterior 06"" radio 8","VE-06R08901A CURVA VERTICAL EXTERIOR 06"" RADIO 8",454.995,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0084,"Vi-06r08901A curva vertical interior 06"" radio 8","VI-06R08901A CURVA VERTICAL INTERIOR 06"" RADIO 8",454.995,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0086,"Vh-06r08901A curva horizontal 6"" radio 8 ang 90°","VH-06R08901A CURVA HORIZONTAL 6"" RADIO 8 ANG 90°",392.25,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0088,"Vh-18r08901A curva horizontal 18"" radio 8 ang 90°","VH-18R08901A CURVA HORIZONTAL 18"" RADIO 8 ANG 90°",575.09,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0089,"Ve-18r08901A curva vertical exterior 18"" radio 8","VE-18R08901A CURVA VERTICAL EXTERIOR 18"" RADIO 8",535.49,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHAR0090,"Vi-8r08901A curva vertical interior 18"" radio 8","VI-8R08901A CURVA VERTICAL INTERIOR 18"" RADIO 8",539.99,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CHUMA0001,"Chumacera de piso 1""*","CHUMACERA DE PISO 1""*",69.0,Sin categoría,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINA0001,"Cinc natural act 100-2 8 kg  4""","CINC NATURAL ACT 100-2 8 KG  4""",0.23,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINA0006,"Cinc natural act 300-3 18kg 12""","CINC NATURAL ACT 300-3 18KG 12""",1.52,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINE0001,"Cinc negro acn 100-2 8 kg 4""","CINC NEGRO ACN 100-2 8 KG 4""",0.21,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINE0002,"Cinc negro acn 140-2 8kg 5.5""","CINC NEGRO ACN 140-2 8KG 5.5""",0.34,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINE0003,"Cinc negro acn 200-2 8kg 8""","CINC NEGRO ACN 200-2 8KG 8""",0.45,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINE0004,"Cinc negro acn 140-3 18 kg 6""","CINC NEGRO ACN 140-3 18 KG 6""",0.47,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINE0005,"Cinc negro acn 180-3 18kg 7""","CINC NEGRO ACN 180-3 18KG 7""",0.67,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINE0009,"Cinc negro acn 300-4 22kg 12""","CINC NEGRO ACN 300-4 22KG 12""",1.52,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINE0010,"Cinc negro acn 370-4 22kg 14.5""","CINC NEGRO ACN 370-4 22KG 14.5""",2.17,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINE0020,Cincho negro para exterior 4.8x380mm besten,CINCHO NEGRO PARA EXTERIOR 4.8X380MM BESTEN,1.26,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CINE0021,Cincho negro para exterior 30x30mm besten,CINCHO NEGRO PARA EXTERIOR 30X30MM BESTEN,2.6,FERRETERÍA > Ferretería general,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,CLFX50,Cinta lga fib vid cruc 50m tpu,CINTA LGA FIB VID CRUC 50M TPU,708.0,FERRETERÍA > Cintas,"https://m.media-amazon.com/images/I/71GGBI3kToL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CLX30,Cinta larga fibra vidrio cruc 30m,CINTA LARGA FIBRA VIDRIO CRUC 30M,271.2,FERRETERÍA > Cintas,"https://m.media-amazon.com/images/I/71GGBI3kToL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CMEX001,Cable  condumex thw-ls cal 14 blanco*,CABLE  CONDUMEX THW-LS CAL 14 BLANCO*,10.92,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX002,Cable  condumex thw-ls cal 14 rojo*,CABLE  CONDUMEX THW-LS CAL 14 ROJO*,10.92,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX003,Cable  condumex thw-ls cal 14 verde*,CABLE  CONDUMEX THW-LS CAL 14 VERDE*,10.92,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX004,Cable  condumex thw-ls cal 16 negro,CABLE  CONDUMEX THW-LS CAL 16 NEGRO,7.425,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX009,Cable  condumex thw-ls cal 10 negro*,CABLE  CONDUMEX THW-LS CAL 10 NEGRO*,24.72,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX010,Cable  condumex thw-ls cal 10 blanco*,CABLE  CONDUMEX THW-LS CAL 10 BLANCO*,24.72,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX011,Cable condumex thw-ls cal 10 rojo*,CABLE CONDUMEX THW-LS CAL 10 ROJO*,24.72,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX012,Cable  condumex thw-ls cal 10 verde*,CABLE  CONDUMEX THW-LS CAL 10 VERDE*,24.72,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX013,Cable condumex thw-ls cal 8 negro,CABLE CONDUMEX THW-LS CAL 8 NEGRO,39.68,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX015,Cable  condumex thw-ls cal 8 rojo,CABLE  CONDUMEX THW-LS CAL 8 ROJO,39.68,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX045,Cable   thw-ls cal 250 negro,CABLE   THW-LS CAL 250 NEGRO,515.04,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX048,Cable thw-ls cal 400  negro,CABLE THW-LS CAL 400  NEGRO,794.70915,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CMEX050,Cable   thw-ls cal 1/0 negro 600v90,CABLE   THW-LS CAL 1/0 NEGRO 600V90,320.37,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CNEU0002,Cable neutranel al aereo (2+1) cal 6,CABLE NEUTRANEL AL AEREO (2+1) CAL 6,,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CNEU0006,Cable neutranel al aereo (2+1) cal 2,CABLE NEUTRANEL AL AEREO (2+1) CAL 2,,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CNEU0016,Cable neutranel al aereo (3+1) cal 2,CABLE NEUTRANEL AL AEREO (3+1) CAL 2,94.17,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,CNEUU008,Cable neutranel al aereo (1+1) cal 6,CABLE NEUTRANEL AL AEREO (1+1) CAL 6,23.53,MATERIAL ELÉCTRICO > Cableado,https://viakon.com/wp-content/uploads/2021/03/Cable-THW-LS.jpg,,,,,
simple,COBI0002,Conector bipartido bim cal 4,CONECTOR BIPARTIDO BIM CAL 4,82.5,MATERIAL ELÉCTRICO > Canalización,https://m.media-amazon.com/images/I/31+KoxHRn2L._AC_.jpg,,,,,
simple,CTBI0002,Conector bipartido bim cal 4,CONECTOR BIPARTIDO BIM CAL 4,73.35,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/conector-recto-tipo-emt.jpg,,,,,
simple,COBI0003,Conector bipartido bim cal 2*,CONECTOR BIPARTIDO BIM CAL 2*,86.97,MATERIAL ELÉCTRICO > Canalización,https://m.media-amazon.com/images/I/31+KoxHRn2L._AC_.jpg,,,,,
simple,COBI0004,Conector bipartido bim cal 1/0*,CONECTOR BIPARTIDO BIM CAL 1/0*,177.43,MATERIAL ELÉCTRICO > Canalización,https://m.media-amazon.com/images/I/31+KoxHRn2L._AC_.jpg,,,,,
simple,COBI0010,Conector bipartido 250*,CONECTOR BIPARTIDO 250*,215.65,MATERIAL ELÉCTRICO > Canalización,https://m.media-amazon.com/images/I/31+KoxHRn2L._AC_.jpg,,,,,
simple,COBI0012,Conector bipartido bim cal 350*,CONECTOR BIPARTIDO BIM CAL 350*,215.65,MATERIAL ELÉCTRICO > Canalización,https://m.media-amazon.com/images/I/31+KoxHRn2L._AC_.jpg,,,,,
simple,COBI0013,Conector bipartido 500*,CONECTOR BIPARTIDO 500*,165.23,MATERIAL ELÉCTRICO > Canalización,https://m.media-amazon.com/images/I/31+KoxHRn2L._AC_.jpg,,,,,
simple,COC0003,"Condulet c 1""","CONDULET C 1""",113.78,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COC0006,Condulet c 1 1/4,CONDULET C 1 1/4,,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COC0007,"Condulet c 2""""","CONDULET C 2""""",479.25,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COCR0003,"Cople con rosca 1""*","COPLE CON ROSCA 1""*",21.24,MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,,,,,
simple,COCR0006,"Cople con rosca 2""*","COPLE CON ROSCA 2""*",58.95,MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,,,,,
simple,COCR0007,"Cople con rosca 2 1/2""*","COPLE CON ROSCA 2 1/2""*",291.6,MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,,,,,
simple,COCR0008,"Cople con rosca 3""*","COPLE CON ROSCA 3""*",220.01,MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,,,,,
simple,COCR0010,"Cople con rosca 4""*","COPLE CON ROSCA 4""*",540.47,MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,,,,,
simple,COCR040,Cople con rosca cedula 40 3/4,COPLE CON ROSCA CEDULA 40 3/4,540.47,MATERIAL ELÉCTRICO > Canalización,https://electricaseis.com.mx/465-large_default/cople-galvanizado-12-c30-con-rosca.jpg,,,,,
simple,COF0001,Conector flexible para gas 3/8 x3/8,CONECTOR FLEXIBLE PARA GAS 3/8 X3/8,165.51,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/conector-recto-tipo-emt.jpg,,,,,
simple,COLB0003,"Condulet lb 1""""","CONDULET LB 1""""",101.9,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COLB0006,"Condulet lb 2""""","CONDULET LB 2""""",442.47,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COLB0008,"Condulet lb 3""","CONDULET LB 3""",738.13,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COLL0003,"Condulet ll 1""","CONDULET LL 1""",101.27,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COLL0004,"Condulet ll 1 1/4""""","CONDULET LL 1 1/4""""",228.98,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COLL0006,"Condulet ll 2""","CONDULET LL 2""",0.0,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COLR0003,"Condulet lr 1""""","CONDULET LR 1""""",101.27,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COLR0005,"Condulet lr 1 1/2""""","CONDULET LR 1 1/2""""",245.75,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COLR0006,"Condulet lr 2""","CONDULET LR 2""",0.0,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COMA0018,Placa naranja p/cont duplex tierra aislada*,PLACA NARANJA P/CONT DUPLEX TIERRA AISLADA*,0.0,MATERIAL ELÉCTRICO > Instalación,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CONT0003,"Contratuerca 1""*","CONTRATUERCA 1""*",4.05,MATERIAL ELÉCTRICO > Canalización,https://www.toolferreterias.com/cdn/shop/files/contratuerca_galvanizada_1-1_4.jpg,,,,,
simple,CONT0006,"Contratuerca 2""*","CONTRATUERCA 2""*",13.69,MATERIAL ELÉCTRICO > Canalización,https://www.toolferreterias.com/cdn/shop/files/contratuerca_galvanizada_1-1_4.jpg,,,,,
simple,CONT0007,"Contratuerca 2 1/2""*","CONTRATUERCA 2 1/2""*",23.96,MATERIAL ELÉCTRICO > Canalización,https://www.toolferreterias.com/cdn/shop/files/contratuerca_galvanizada_1-1_4.jpg,,,,,
simple,CONT0008,"Contratuerca 3""¨","CONTRATUERCA 3""¨",37.73,MATERIAL ELÉCTRICO > Canalización,https://www.toolferreterias.com/cdn/shop/files/contratuerca_galvanizada_1-1_4.jpg,,,,,
simple,CONT0009,"Contratuerca 4""*","CONTRATUERCA 4""*",79.65,MATERIAL ELÉCTRICO > Canalización,https://www.toolferreterias.com/cdn/shop/files/contratuerca_galvanizada_1-1_4.jpg,,,,,
simple,COOP0001,Placa contacto redondo 34m tipo fs*,PLACA CONTACTO REDONDO 34M TIPO FS*,17.06,MATERIAL ELÉCTRICO > Instalación,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",,,,,
simple,COOP0002,Placa industrial plata p/contacto redondo 55mm a h,PLACA INDUSTRIAL PLATA P/CONTACTO REDONDO 55MM A H,118.44,MATERIAL ELÉCTRICO > Instalación,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",,,,,
simple,COOP0003,Tapa plastica duplex 2h marfil*,TAPA PLASTICA DUPLEX 2H MARFIL*,15.0,MATERIAL ELÉCTRICO > Instalación,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,,,,,
simple,COOP0004,Tapa interperie sencilla*,TAPA INTERPERIE SENCILLA*,39.57,MATERIAL ELÉCTRICO > Instalación,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,,,,,
simple,COOP0005,"Contacto duplex 2p, 3h, 20A, 127V marfil cooper""","CONTACTO DUPLEX 2P, 3H, 20A, 127V MARFIL COOPER""",79.91,MATERIAL ELÉCTRICO > Instalación,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",,,,,
simple,COOP0010,Tapa p/contacto industrial ah2140*,TAPA p/CONTACTO INDUSTRIAL AH2140*,471.44,MATERIAL ELÉCTRICO > Instalación,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",,,,,
simple,COOP0012,Reflector para exterior 10 lum seleccionable las45s-t3 coope,REFLECTOR PARA EXTERIOR 10 LUM SELECCIONABLE LAS45S-T3 COOPE,,ILUMINACIÓN > Exterior,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,,,,,
simple,COOP0013,Wallpack 5000K 81W MCA cooper ligthing 8xtor8brl,WALLPACK 5000K 81W MCA COOPER LIGTHING 8XTOR8BRL,,ILUMINACIÓN > Exterior,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,,,,,
simple,COOP0015,Placa interperie contacto redondo 40mm,PLACA INTERPERIE CONTACTO REDONDO 40MM,0.0,MATERIAL ELÉCTRICO > Instalación,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",,,,,
simple,COOP0020,"Contacto pata de gallo 50A, 250V, l1050r""","CONTACTO PATA DE GALLO 50A, 250V, L1050R""",112.5,MATERIAL ELÉCTRICO > Instalación,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",,,,,
simple,COOP0021,"Clavija  pata de gallo 50A, 250V, n10-50p","CLAVIJA  PATA DE GALLO 50A, 250V, N10-50P",240.0,MATERIAL ELÉCTRICO > Accesorios eléctricos,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",,,,,
simple,COPV0003,"Cople PVC t. pesado 1""*","COPLE PVC T. PESADO 1""*",5.28,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/cople-de-pvc-cedula-40-gris.jpg,,,,,
simple,COPV0004,"Cople PVC t. pesado 1 1/4*""","COPLE PVC T. PESADO 1 1/4*""",17.27,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/cople-de-pvc-cedula-40-gris.jpg,,,,,
simple,COPV0005,"Cople PVC t. pesado 1 1/2""*","COPLE PVC T. PESADO 1 1/2""*",23.87,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/cople-de-pvc-cedula-40-gris.jpg,,,,,
simple,COPV0006,"Cople PVC t. pesado 2""*","COPLE PVC T. PESADO 2""*",30.65,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/cople-de-pvc-cedula-40-gris.jpg,,,,,
simple,COPV0007,"Cople PVC t. pesado 2 1/2""*","COPLE PVC T. PESADO 2 1/2""*",83.3,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/cople-de-pvc-cedula-40-gris.jpg,,,,,
simple,COPV0008,"Cople PVC t. pesado 3""*","COPLE PVC T. PESADO 3""*",89.27,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/cople-de-pvc-cedula-40-gris.jpg,,,,,
simple,COPV0009,"Cople PVC t. pesado 4""*","COPLE PVC T. PESADO 4""*",137.72,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/cople-de-pvc-cedula-40-gris.jpg,,,,,
simple,COPV400,Cople PVC 4x4,COPLE PVC 4X4,,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/cople-de-pvc-cedula-40-gris.jpg,,,,,
simple,COSR0003,"Cople con tornillo 1""*","COPLE CON TORNILLO 1""*",9.92,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COSR0006,"Cople con tornillo 2""*","COPLE CON TORNILLO 2""*",42.75,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COSR0007,"Cople con tornillo 2 1/2""*","COPLE CON TORNILLO 2 1/2""*",112.38,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COSR0008,"Cople con tornillo 3""*","COPLE CON TORNILLO 3""*",143.03,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COSR0009,"Cople con tornillo 3 1/2""*","COPLE CON TORNILLO 3 1/2""*",233.63,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COSR0010,"Cople con tornillo 4""*","COPLE CON TORNILLO 4""*",233.63,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COT0001,"Condulet ot 1/2""""","CONDULET OT 1/2""""",61.28,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COT0002,"Condulet ot 3/4""","CONDULET OT 3/4""",82.55,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COT0006,"Condulet ot 2""""","CONDULET OT 2""""",484.4,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COT0008,"Condulet ot 3""""","CONDULET OT 3""""",742.46,MATERIAL ELÉCTRICO > Canalización,https://argoselectrica.com/wp-content/uploads/2021/04/condulet-tipo-lb.jpg,,,,,
simple,COWP0003,"Cople wp 1""*","COPLE WP 1""*",33.42,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COWP0004,Cople wp 1 1/4,COPLE WP 1 1/4,33.42,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COWP0006,"Cople wp 2""*","COPLE WP 2""*",98.28,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COWP0007,"Cople wp 2 1/2""*","COPLE WP 2 1/2""*",297.36,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COWP0008,"Cople wp 3""*","COPLE WP 3""*",433.575,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,COWP0009,"Cople wp 4""*","COPLE WP 4""*",727.65,MATERIAL ELÉCTRICO > Canalización,https://www.pefsa.com.mx/cdn/shop/products/argos-cople-roscado-pared-gruesa.jpg,,,,,
simple,CPU19P,"Caja pl bro pl ng 19x10""","CAJA PL BRO PL NG 19X10""",376.8,MATERIAL ELÉCTRICO > Canalización,"https://m.media-amazon.com/images/I/51oVbZdLRoL._AC_UF894,1000_QL80_.jpg",,,,,
simple,CPVC0001,Codo 90 grados de 1 1/4 de pulgada blanco dura,CODO 90 GRADOS DE 1 1/4 DE PULGADA BLANCO DURA,15.5,FERRETERÍA > Hidráulico,https://argoselectrica.com/wp-content/uploads/2021/04/codos-para-tubo-emt.jpg,,,,,
