Type,SKU,Name,Description,Regular price,Categories,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global
simple,17558,"Pistola calafateadora tipo esqueleto, reforzada, TRUPER","Pistola calafateadora tipo esqueleto, reforzada, TRUPER",174.57,FERRETERÍA > Accesorios,"https://www.truper.com/media/import/imagenes/PICA-X.jpg, https://www.truper.com/media/import/imagenes/PICA-X+D1.jpg, https://www.truper.com/media/import/imagenes/PICA-X+EI1.jpg, https://www.truper.com/media/import/imagenes/PICA-X+EM1.jpg, https://www.truper.com/media/import/imagenes/PICA-X+FC1.jpg",,,,,
simple,17559,"Sellador transparente 100% silicón de 280 ml, TRUPER","Sellador transparente 100% silicón de 280 ml, TRUPER",85.34,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/SIL-100T.jpg, https://www.truper.com/media/import/imagenes/SIL-100T+EI1.jpg, https://www.truper.com/media/import/imagenes/SIL-100T+EM1.jpg, https://www.truper.com/media/import/imagenes/SIL-100T+FC1.jpg",,,,,
simple,17560,"Sellador blanco 100% silicón de 280 ml, TRUPER","Sellador blanco 100% silicón de 280 ml, TRUPER",85.34,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/SIL-100B.jpg, https://www.truper.com/media/import/imagenes/SIL-100B+FC1.jpg",,,,,
simple,17567,"Sellador de silicón negro RTV para altas temperaturas, 85 g","Sellador de silicón negro RTV para altas temperaturas, 85 g",42.24,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/ALTE-N.jpg, https://www.truper.com/media/import/imagenes/ALTE-N+EI1.jpg, https://www.truper.com/media/import/imagenes/ALTE-N+EM1.jpg",,,,,
simple,17704,"Prensa de cadena para tubo 2-1/2"", cuerpo de hierro nodular","Prensa de cadena para tubo 2-1/2"", cuerpo de hierro nodular",969.83,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/PTU-25C.jpg, https://www.truper.com/media/import/imagenes/PTU-25C+E1.jpg, https://www.truper.com/media/import/imagenes/PTU-25C+FC1.jpg",,,,,
simple,17751,"Guía de acero de 15 m para cable, TRUPER","Guía de acero de 15 m para cable, TRUPER",,MATERIAL ELÉCTRICO > Cableado,"https://www.truper.com/media/import/imagenes/GUIA-15.jpg, https://www.truper.com/media/import/imagenes/GUIA-15+E1.jpg, https://www.truper.com/media/import/imagenes/GUIA-15+FC1.jpg, https://www.truper.com/media/import/imagenes/GUIA-15+FC2.jpg",,,,,
simple,17752,"Guía de acero de 30 m para cable, TRUPER","Guía de acero de 30 m para cable, TRUPER",668.1,MATERIAL ELÉCTRICO > Cableado,"https://www.truper.com/media/import/imagenes/GUIA-30.jpg, https://www.truper.com/media/import/imagenes/GUIA-30+E1.jpg, https://www.truper.com/media/import/imagenes/GUIA-30+FC1.jpg, https://www.truper.com/media/import/imagenes/GUIA-30+FC2.jpg",,,,,
simple,17758,"Guía de nylon de 30 m para cable, TRUPER","Guía de nylon de 30 m para cable, TRUPER",128.45,MATERIAL ELÉCTRICO > Cableado,"https://www.truper.com/media/import/imagenes/GNY-30.jpg, https://www.truper.com/media/import/imagenes/GNY-30+EIND1.jpg, https://www.truper.com/media/import/imagenes/GNY-30+EM1.jpg, https://www.truper.com/media/import/imagenes/GNY-30+E1.jpg, https://www.truper.com/media/import/imagenes/GNY-30+FC1.jpg, https://www.truper.com/media/import/imagenes/GNY-30+FC2.jpg",,,,,
simple,17864,"Brocha profesional de 3"" mango de plástico, TRUPER EXPERT","Brocha profesional de 3"" mango de plástico, TRUPER EXPERT",36.21,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/BRT-3X.jpg, https://www.truper.com/media/import/imagenes/BRT-3X+EI1.jpg, https://www.truper.com/media/import/imagenes/BRT-3X+EIND1.jpg, https://www.truper.com/media/import/imagenes/BRT-3X+EM1.jpg, https://www.truper.com/media/import/imagenes/BRT-3X+E1.jpg, https://www.truper.com/media/import/imagenes/BRT-3X+FC1.jpg, https://www.truper.com/media/import/imagenes/BRT-3X+FC2.jpg",,,,,
simple,17880,"Rastrillo recto de 16 dientes, mango de 60"", TRUPER","Rastrillo recto de 16 dientes, mango de 60"", TRUPER",257.76,FERRETERÍA > Jardinería,"https://www.truper.com/media/import/imagenes/R-16M.jpg, https://www.truper.com/media/import/imagenes/R-16M+FC1.jpg, https://www.truper.com/media/import/imagenes/R-16M+FC2.jpg",,,,,
simple,17916,"Botas industriales   30, TRUPER","Botas industriales   30, TRUPER",231.9,FERRETERÍA > Seguridad,"https://www.truper.com/media/import/imagenes/BOT-30I.jpg, https://www.truper.com/media/import/imagenes/BOT-30I+EI1.jpg, https://www.truper.com/media/import/imagenes/BOT-30I+EIND1.jpg, https://www.truper.com/media/import/imagenes/BOT-30I+FC1.jpg, https://www.truper.com/media/import/imagenes/BOT-30I+FC2.jpg",,,,,
simple,17926,"Botas jardineras   30, TRUPER","Botas jardineras   30, TRUPER",171.55,FERRETERÍA > Seguridad,"https://www.truper.com/media/import/imagenes/BOT-30J.jpg, https://www.truper.com/media/import/imagenes/BOT-30J+EI1.jpg, https://www.truper.com/media/import/imagenes/BOT-30J+EIND1.jpg, https://www.truper.com/media/import/imagenes/BOT-30J+FC1.jpg, https://www.truper.com/media/import/imagenes/BOT-30J+FC2.jpg",,,,,
simple,1806,"Juego de 3 embutidores de clavos, TRUPER","Juego de 3 embutidores de clavos, TRUPER",48.71,FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/PUNZ-3.jpg,,,,,
simple,18100,"Segueta bimetálica de 12"", 18 DPP, TRUPER EXPERT","Segueta bimetálica de 12"", 18 DPP, TRUPER EXPERT",24.14,FERRETERÍA > Accesorios,"https://www.truper.com/media/import/imagenes/SBI-18.jpg, https://www.truper.com/media/import/imagenes/SBI-18+EI1.jpg, https://www.truper.com/media/import/imagenes/SBI-18+EIND1.jpg, https://www.truper.com/media/import/imagenes/SBI-18+EM1.jpg, https://www.truper.com/media/import/imagenes/SBI-18+E1.jpg",,,,,
simple,18169,"Serrucho 22"" Dorado, 7 DPP, TRUPER","Serrucho 22"" Dorado, 7 DPP, TRUPER",142.24,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/STD-22.jpg, https://www.truper.com/media/import/imagenes/STD-22+E1.jpg, https://www.truper.com/media/import/imagenes/STD-22+FC1.jpg, https://www.truper.com/media/import/imagenes/STD-22+FC2.jpg",,,,,
simple,18172,"Serrucho de poda 14"",hoja curva,6 DPP, mango madera, TRUPER","Serrucho de poda 14"",hoja curva,6 DPP, mango madera, TRUPER",171.55,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/STP-14.jpg, https://www.truper.com/media/import/imagenes/STP-14+E1.jpg, https://www.truper.com/media/import/imagenes/STP-14+FC1.jpg, https://www.truper.com/media/import/imagenes/STP-14+FC2.jpg",,,,,
simple,18377,"Tijera para poda 55 cm, Classic, mangos de madera, TRUPER","Tijera para poda 55 cm, Classic, mangos de madera, TRUPER",231.9,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/T-19.jpg, https://www.truper.com/media/import/imagenes/T-19+FC1.jpg, https://www.truper.com/media/import/imagenes/T-19+FC2.jpg",,,,,
simple,18399,"Tijera para ramas 70 cm, Classic, mangos tubulares, TRUPER","Tijera para ramas 70 cm, Classic, mangos tubulares, TRUPER",231.9,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/TB-122.jpg, https://www.truper.com/media/import/imagenes/TB-122+EI1.jpg, https://www.truper.com/media/import/imagenes/TB-122+EM1.jpg, https://www.truper.com/media/import/imagenes/TB-122+E1.jpg, https://www.truper.com/media/import/imagenes/TB-122+FC1.jpg, https://www.truper.com/media/import/imagenes/TB-122+FC2.jpg",,,,,
simple,18480,Pistola para riego de 2 funciones plástica con recubrimiento,Pistola para riego de 2 funciones plástica con recubrimiento,66.38,FERRETERÍA > Accesorios,"https://www.truper.com/media/import/imagenes/PR-401.jpg, https://www.truper.com/media/import/imagenes/PR-401+EI1.jpg, https://www.truper.com/media/import/imagenes/PR-401+EM1.jpg, https://www.truper.com/media/import/imagenes/PR-401+E1.jpg, https://www.truper.com/media/import/imagenes/PR-401+FC1.jpg",,,,,
simple,18482,Pistola para riego de 8 funciones plástica con recubrimiento,Pistola para riego de 8 funciones plástica con recubrimiento,75.0,FERRETERÍA > Accesorios,"https://www.truper.com/media/import/imagenes/PR-409.jpg, https://www.truper.com/media/import/imagenes/PR-409+EI1.jpg, https://www.truper.com/media/import/imagenes/PR-409+EIND1.jpg, https://www.truper.com/media/import/imagenes/PR-409+EM1.jpg, https://www.truper.com/media/import/imagenes/PR-409+E1.jpg, https://www.truper.com/media/import/imagenes/PR-409+FC1.jpg",,,,,
simple,18531,"Tijera de aviación 10"" corte recto, TRUPER","Tijera de aviación 10"" corte recto, TRUPER",241.14,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/TAV-R.jpg, https://www.truper.com/media/import/imagenes/TAV-R+D1.jpg, https://www.truper.com/media/import/imagenes/TAV-R+EI1.jpg, https://www.truper.com/media/import/imagenes/TAV-R+EIND1.jpg, https://www.truper.com/media/import/imagenes/TAV-R+EM1.jpg, https://www.truper.com/media/import/imagenes/TAV-R+E1.jpg, https://www.truper.com/media/import/imagenes/TAV-R+FC1.jpg, https://www.truper.com/media/import/imagenes/TAV-R+FC2.jpg",,,,,
simple,18PAR38LED,Lampara LED par18W E27 30K,LAMPARA LED PAR18W E27 30K,235.5,ILUMINACIÓN > Interior,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,,,,,
simple,18PTLLEDR3,Interior plafones LED 18W 100-240V 3000K,INTERIOR PLAFONES LED 18W 100-240V 3000K,229.5,ILUMINACIÓN > Interior,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,,,,,
simple,18PTLLEDR6,Panel LED sobreponer 18W 6500K,PANEL LED SOBREPONER 18W 6500K,232.7586,ILUMINACIÓN > Interior,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,,,,,
simple,18T8LED120,Lampara LED tubo T8 18W 6500K 100-227V cristal opalino,LAMPARA LED TUBO T8 18W 6500K 100-227V CRISTAL OPALINO,72.0,ILUMINACIÓN > Interior,https://argoselectrica.com/wp-content/uploads/2021/04/tubo-conduit-emt.jpg,,,,,
simple,18YDLED430,Empotrado LED 18W 100-240 6500,EMPOTRADO LED 18W 100-240 6500,180.63,ILUMINACIÓN > Interior,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,,,,,
simple,19014,"Manguera para compresor, de PVC, 10m x 1/4"", TRUPER","Manguera para compresor, de PVC, 10m x 1/4"", TRUPER",237.07,FERRETERÍA > Jardinería,https://www.truper.com/media/import/imagenes/MAN-PI-10-1-4.jpg,,,,,
simple,19054,"Pintura en aerosol, negro satín, bote esbelto, 400 ml","Pintura en aerosol, negro satín, bote esbelto, 400 ml",56.03,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/PA-NS.jpg, https://www.truper.com/media/import/imagenes/PA-NS+D1.jpg, https://www.truper.com/media/import/imagenes/PA-NS+EI1.jpg, https://www.truper.com/media/import/imagenes/PA-NS+EIND1.jpg, https://www.truper.com/media/import/imagenes/PA-NS+EM1.jpg, https://www.truper.com/media/import/imagenes/PA-NS+FC1.jpg",,,,,
simple,19072,"Pintura en aerosol, naranja neón, bote esbelto, 400 ml","Pintura en aerosol, naranja neón, bote esbelto, 400 ml",68.1,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/PAF-NA.jpg, https://www.truper.com/media/import/imagenes/PAF-NA+D1.jpg, https://www.truper.com/media/import/imagenes/PAF-NA+EI1.jpg, https://www.truper.com/media/import/imagenes/PAF-NA+EIND1.jpg, https://www.truper.com/media/import/imagenes/PAF-NA+EM1.jpg, https://www.truper.com/media/import/imagenes/PAF-NA+FC1.jpg",,,,,
simple,19073,"Pintura en aerosol, verde neón, bote esbelto, 400 ml","Pintura en aerosol, verde neón, bote esbelto, 400 ml",68.1,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/PAF-VE.jpg, https://www.truper.com/media/import/imagenes/PAF-VE+D1.jpg, https://www.truper.com/media/import/imagenes/PAF-VE+EI1.jpg, https://www.truper.com/media/import/imagenes/PAF-VE+EIND1.jpg, https://www.truper.com/media/import/imagenes/PAF-VE+EM1.jpg, https://www.truper.com/media/import/imagenes/PAF-VE+FC1.jpg",,,,,
simple,19074,"Pintura en aerosol, rosa neón, bote esbelto, 400 ml","Pintura en aerosol, rosa neón, bote esbelto, 400 ml",68.1,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/PAF-RS.jpg, https://www.truper.com/media/import/imagenes/PAF-RS+D1.jpg, https://www.truper.com/media/import/imagenes/PAF-RS+EI1.jpg, https://www.truper.com/media/import/imagenes/PAF-RS+EIND1.jpg, https://www.truper.com/media/import/imagenes/PAF-RS+EM1.jpg, https://www.truper.com/media/import/imagenes/PAF-RS+FC1.jpg",,,,,
simple,19216,"Extensión de aluminio para rodillo, 2 m, TRUPER","Extensión de aluminio para rodillo, 2 m, TRUPER",128.45,FERRETERÍA > Accesorios,"https://www.truper.com/media/import/imagenes/EXTA-20.jpg, https://www.truper.com/media/import/imagenes/EXTA-20+EI1.jpg, https://www.truper.com/media/import/imagenes/EXTA-20+EIND1.jpg, https://www.truper.com/media/import/imagenes/EXTA-20+EM1.jpg, https://www.truper.com/media/import/imagenes/EXTA-20+FC1.jpg",,,,,
simple,192161,"Extensión de aluminio para rodillo, 2 m, TRUPER","EXTENSIÓN DE ALUMINIO PARA RODILLO, 2 M, TRUPER",,FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/EXTA-20.jpg,,,,,
simple,19285,Juego de 2 sujetadores con matraca carga máxima 1000 kg,Juego de 2 sujetadores con matraca carga máxima 1000 kg,357.76,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/SU-1000C.jpg, https://www.truper.com/media/import/imagenes/SU-1000C+D1.jpg, https://www.truper.com/media/import/imagenes/SU-1000C+EI1.jpg, https://www.truper.com/media/import/imagenes/SU-1000C+EIND1.jpg, https://www.truper.com/media/import/imagenes/SU-1000C+EM1.jpg, https://www.truper.com/media/import/imagenes/SU-1000C+FC1.jpg, https://www.truper.com/media/import/imagenes/SU-1000C+FC2.jpg",,,,,
simple,19286,"Sujetador con matraca carga máxima 3000 kg, TRUPER","Sujetador con matraca carga máxima 3000 kg, TRUPER",469.83,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/SU-3000C.jpg, https://www.truper.com/media/import/imagenes/SU-3000C+D1.jpg, https://www.truper.com/media/import/imagenes/SU-3000C+FC1.jpg, https://www.truper.com/media/import/imagenes/SU-3000C+FC2.jpg",,,,,
simple,19337,"Pasta para soldar, 60 g, TRUPER","Pasta para soldar, 60 g, TRUPER",24.14,FERRETERÍA > Equipos,https://www.truper.com/media/import/imagenes/PASO-60.jpg,,,,,
simple,19588,"Porta taladro de poliéster, 6 compartimentos, TRUPER","Porta taladro de poliéster, 6 compartimentos, TRUPER",245.69,FERRETERÍA > Eléctricas,"https://www.truper.com/media/import/imagenes/POT-5B.jpg, https://www.truper.com/media/import/imagenes/POT-5B+E1.jpg, https://www.truper.com/media/import/imagenes/POT-5B+FC1.jpg, https://www.truper.com/media/import/imagenes/POT-5B+FC2.jpg",,,,,
simple,19710,"Martillo 16 oz uña curva, mango fibra de vidrio, TRUPER","Martillo 16 oz uña curva, mango fibra de vidrio, TRUPER",168.1,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/MA-16F.jpg, https://www.truper.com/media/import/imagenes/MA-16F+FC1.jpg, https://www.truper.com/media/import/imagenes/MA-16F+FC2.jpg",,,,,
simple,19788,"Escoba plástica para jardín, rígida, 26 dientes, mango 48""","Escoba plástica para jardín, rígida, 26 dientes, mango 48""",142.24,FERRETERÍA > Jardinería,"https://www.truper.com/media/import/imagenes/EP-26R.jpg, https://www.truper.com/media/import/imagenes/EP-26R+E1.jpg, https://www.truper.com/media/import/imagenes/EP-26R+FC1.jpg, https://www.truper.com/media/import/imagenes/EP-26R+FC2.jpg",,,,,
simple,19792,"Manguera 1/2"" super reforzada 4 capas 20 m conexiones metal","Manguera 1/2"" super reforzada 4 capas 20 m conexiones metal",334.92,FERRETERÍA > Jardinería,https://www.truper.com/media/import/imagenes/MAN-20X1-2X.jpg,,,,,
simple,19883,"Marro octagonal 3 lb, mango de fibra de vidrio 14"", TRUPER","Marro octagonal 3 lb, mango de fibra de vidrio 14"", TRUPER",211.21,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/MD-3F.jpg, https://www.truper.com/media/import/imagenes/MD-3F+FC1.jpg, https://www.truper.com/media/import/imagenes/MD-3F+FC2.jpg",,,,,
simple,19997,"Martillo 16 oz uña recta, mango fibra de vidrio, TRUPER","Martillo 16 oz uña recta, mango fibra de vidrio, TRUPER",168.1,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/MAR-16F.jpg, https://www.truper.com/media/import/imagenes/MAR-16F+FC1.jpg, https://www.truper.com/media/import/imagenes/MAR-16F+FC2.jpg",,,,,
simple,20005,"Cinta doble cara de 19 mm x 5 m, PRETUL","Cinta doble cara de 19 mm x 5 m, PRETUL",25.86,FERRETERÍA > Cintas,"https://www.truper.com/media/import/imagenes/CDC-1950P.jpg, https://www.truper.com/media/import/imagenes/CDC-1950P+EI1.jpg, https://www.truper.com/media/import/imagenes/CDC-1950P+EIND1.jpg, https://www.truper.com/media/import/imagenes/CDC-1950P+EM1.jpg, https://www.truper.com/media/import/imagenes/CDC-1950P+E1.jpg, https://www.truper.com/media/import/imagenes/CDC-1950P+FC1.jpg",,,,,
simple,20050,"Conector ""Y"" 3/4"" plástico para manguera, PRETUL","Conector ""Y"" 3/4"" plástico para manguera, PRETUL",31.03,MATERIAL ELÉCTRICO > Canalización,"https://www.truper.com/media/import/imagenes/AD-2P.jpg, https://www.truper.com/media/import/imagenes/AD-2P+EI2.jpg, https://www.truper.com/media/import/imagenes/AD-2P+EIND2.jpg, https://www.truper.com/media/import/imagenes/AD-2P+EM1.jpg, https://www.truper.com/media/import/imagenes/AD-2P+E1.jpg, https://www.truper.com/media/import/imagenes/AD-2P+FC1.jpg",,,,,
simple,20180,"Flota de esponja 9-1/2"" espesor 3/4"", acabado áspero, PRETUL","Flota de esponja 9-1/2"" espesor 3/4"", acabado áspero, PRETUL",119.83,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/FL-10P.jpg, https://www.truper.com/media/import/imagenes/FL-10P+EI1.jpg, https://www.truper.com/media/import/imagenes/FL-10P+EM1.jpg, https://www.truper.com/media/import/imagenes/FL-10P+FC1.jpg, https://www.truper.com/media/import/imagenes/FL-10P+FC2.jpg",,,,,
simple,20182,"Calibrador de presión 50 psi, cabeza doble, PRETUL","Calibrador de presión 50 psi, cabeza doble, PRETUL",50.86,FERRETERÍA > Medición y trazo,"https://www.truper.com/media/import/imagenes/MEA-50DP.jpg, https://www.truper.com/media/import/imagenes/MEA-50DP+EI1.jpg, https://www.truper.com/media/import/imagenes/MEA-50DP+EIND1.jpg, https://www.truper.com/media/import/imagenes/MEA-50DP+EM1.jpg, https://www.truper.com/media/import/imagenes/MEA-50DP+E1.jpg, https://www.truper.com/media/import/imagenes/MEA-50DP+FC1.jpg, https://www.truper.com/media/import/imagenes/MEA-50DP+FC2.jpg",,,,,
simple,20401,"Lentes de seguridad transparentes, PRETUL LITE","Lentes de seguridad transparentes, PRETUL LITE",26.72,FERRETERÍA > Seguridad,"https://www.truper.com/media/import/imagenes/LEN-ST-P.jpg, https://www.truper.com/media/import/imagenes/LEN-ST-P+E1.jpg, https://www.truper.com/media/import/imagenes/LEN-ST-P+FC1.jpg",,,,,
simple,20508,"Juego de 4 candados cuerpo laminado, 50 mm, HERMEX BASIC","Juego de 4 candados cuerpo laminado, 50 mm, HERMEX BASIC",357.76,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/CM-50X4P.jpg, https://www.truper.com/media/import/imagenes/CM-50X4P+D1.jpg, https://www.truper.com/media/import/imagenes/CM-50X4P+D2.jpg, https://www.truper.com/media/import/imagenes/CM-50X4P+D3.jpg, https://www.truper.com/media/import/imagenes/CM-50X4P+EI1.jpg, https://www.truper.com/media/import/imagenes/CM-50X4P+EIND1.jpg, https://www.truper.com/media/import/imagenes/CM-50X4P+EM1.jpg, https://www.truper.com/media/import/imagenes/CM-50X4P+FC1.jpg",,,,,
simple,20533,Caja para herramienta 19cm3 PRETUL*,CAJA PARA HERRAMIENTA 19CM3 PRETUL*,168.1,FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/CHP-19P.jpg,,,,,
simple,20645,"Pala escarramán, mango madera, puño ""Y"", PRETUL","Pala escarramán, mango madera, puño ""Y"", PRETUL",154.31,FERRETERÍA > Jardinería,"https://www.truper.com/media/import/imagenes/PED-P.jpg, https://www.truper.com/media/import/imagenes/PED-P+FC1.jpg, https://www.truper.com/media/import/imagenes/PED-P+FC2.jpg",,,,,
simple,20668,"Cinta masking tape de 1/2"" x 50 m, PRETUL","Cinta masking tape de 1/2"" x 50 m, PRETUL",16.38,FERRETERÍA > Cintas,https://www.truper.com/media/import/imagenes/MSK-1-2P.jpg,,,,,
simple,20670,"Cinta masking tape de 1"" x 50 m, PRETUL","Cinta masking tape de 1"" x 50 m, PRETUL",31.03,FERRETERÍA > Cintas,"https://www.truper.com/media/import/imagenes/MSK-1P.jpg, https://www.truper.com/media/import/imagenes/MSK-1P+EI1.jpg, https://www.truper.com/media/import/imagenes/MSK-1P+EM1.jpg, https://www.truper.com/media/import/imagenes/MSK-1P+E1.jpg, https://www.truper.com/media/import/imagenes/MSK-1P+E2.jpg, https://www.truper.com/media/import/imagenes/MSK-1P+FC1.jpg",,,,,
simple,207GX,"Pinza elec bimat al pal diag 7""","PINZA ELEC BIMAT AL PAL DIAG 7""",547.2,FERRETERÍA > Manuales,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",,,,,
simple,20960,"Cortador de tubo de cobre 1/8"" a 1-1/8"" cuchilla 17mm PRETUL","Cortador de tubo de cobre 1/8"" a 1-1/8"" cuchilla 17mm PRETUL",128.45,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/COT-P.jpg, https://www.truper.com/media/import/imagenes/COT-P+EI1.jpg, https://www.truper.com/media/import/imagenes/COT-P+EIND1.jpg, https://www.truper.com/media/import/imagenes/COT-P+EM1.jpg, https://www.truper.com/media/import/imagenes/COT-P+E1.jpg, https://www.truper.com/media/import/imagenes/COT-P+FC1.jpg, https://www.truper.com/media/import/imagenes/COT-P+FC2.jpg",,,,,
simple,21053,"Cuchara para albañil 9"" tipo Filadelfia, PRETUL","Cuchara para albañil 9"" tipo Filadelfia, PRETUL",76.72,FERRETERÍA > Albañilería,"https://www.truper.com/media/import/imagenes/CT-9P.jpg, https://www.truper.com/media/import/imagenes/CT-9P+EI1.jpg, https://www.truper.com/media/import/imagenes/CT-9P+EIND1.jpg, https://www.truper.com/media/import/imagenes/CT-9P+EM1.jpg, https://www.truper.com/media/import/imagenes/CT-9P+E1.jpg, https://www.truper.com/media/import/imagenes/CT-9P+FC1.jpg, https://www.truper.com/media/import/imagenes/CT-9P+FC2.jpg",,,,,
simple,21251,"Juego de herramientas básicas, color rosa, 8 piezas, PRETUL","Juego de herramientas básicas, color rosa, 8 piezas, PRETUL",426.72,FERRETERÍA > Accesorios,"https://www.truper.com/media/import/imagenes/SET-MA8.jpg, https://www.truper.com/media/import/imagenes/SET-MA8+D1.jpg, https://www.truper.com/media/import/imagenes/SET-MA8+EI1.jpg, https://www.truper.com/media/import/imagenes/SET-MA8+EIND1.jpg, https://www.truper.com/media/import/imagenes/SET-MA8+EM1.jpg, https://www.truper.com/media/import/imagenes/SET-MA8+E1.jpg, https://www.truper.com/media/import/imagenes/SET-MA8+FC1.jpg",,,,,
simple,21816,"Llave ajustable (perico) 10"" cromada, PRETUL","Llave ajustable (perico) 10"" cromada, PRETUL",150.86,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/PET-10P.jpg, https://www.truper.com/media/import/imagenes/PET-10P+EI1.jpg, https://www.truper.com/media/import/imagenes/PET-10P+EIND1.jpg, https://www.truper.com/media/import/imagenes/PET-10P+EM1.jpg, https://www.truper.com/media/import/imagenes/PET-10P+E1.jpg, https://www.truper.com/media/import/imagenes/PET-10P+FC1.jpg, https://www.truper.com/media/import/imagenes/PET-10P+FC2.jpg",,,,,
simple,22011,"Llave stilson 10"" cuerpo de hierro maleable, PRETUL","Llave stilson 10"" cuerpo de hierro maleable, PRETUL",131.03,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/STI-10P.jpg, https://www.truper.com/media/import/imagenes/STI-10P+EI1.jpg, https://www.truper.com/media/import/imagenes/STI-10P+EIND1.jpg, https://www.truper.com/media/import/imagenes/STI-10P+EM1.jpg, https://www.truper.com/media/import/imagenes/STI-10P+E1.jpg, https://www.truper.com/media/import/imagenes/STI-10P+FC1.jpg, https://www.truper.com/media/import/imagenes/STI-10P+FC2.jpg",,,,,
simple,22012,"Llave stilson 12"" cuerpo de hierro maleable, PRETUL","Llave stilson 12"" cuerpo de hierro maleable, PRETUL",168.1,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/STI-12P.jpg, https://www.truper.com/media/import/imagenes/STI-12P+EI1.jpg, https://www.truper.com/media/import/imagenes/STI-12P+EIND1.jpg, https://www.truper.com/media/import/imagenes/STI-12P+EM1.jpg, https://www.truper.com/media/import/imagenes/STI-12P+E1.jpg, https://www.truper.com/media/import/imagenes/STI-12P+FC1.jpg, https://www.truper.com/media/import/imagenes/STI-12P+FC2.jpg",,,,,
simple,22016,"Juego de 6 llaves combinadas std, PRETUL","Juego de 6 llaves combinadas std, PRETUL",168.1,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/J-206P.jpg, https://www.truper.com/media/import/imagenes/J-206P+FC1.jpg",,,,,
simple,22017,"Juego de 6 llaves combinadas mm, PRETUL","Juego de 6 llaves combinadas mm, PRETUL",168.1,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/J-206M.jpg, https://www.truper.com/media/import/imagenes/J-206M+FC1.jpg",,,,,
simple,22235,"Rodilleras ultraligeras de espuma, PRETUL","Rodilleras ultraligeras de espuma, PRETUL",87.93,FERRETERÍA > Seguridad,"https://www.truper.com/media/import/imagenes/ROD-100.jpg, https://www.truper.com/media/import/imagenes/ROD-100+EI1.jpg, https://www.truper.com/media/import/imagenes/ROD-100+EIND1.jpg, https://www.truper.com/media/import/imagenes/ROD-100+EM1.jpg",,,,,
simple,22290,"Martillo semipulido, 16 oz, uña curva, PRETUL","Martillo semipulido, 16 oz, uña curva, PRETUL",99.14,FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/MP-16.jpg, https://www.truper.com/media/import/imagenes/MP-16+EI1.jpg, https://www.truper.com/media/import/imagenes/MP-16+EM1.jpg, https://www.truper.com/media/import/imagenes/MP-16+FC1.jpg, https://www.truper.com/media/import/imagenes/MP-16+FC2.jpg",,,,,
