SKU,Name,Description,Regular price,Categories,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s)
23974,"Juego de 25 herramientas 1/4"" y 3/8"" para mecánico, PRETUL","Juego de 25 herramientas 1/4"" y 3/8"" para mecánico, PRETUL",176.72,,"https://www.truper.com/media/import/imagenes/JUDA-29P.jpg, https://www.truper.com/media/import/imagenes/JUDA-29P+D1.jpg, https://www.truper.com/media/import/imagenes/JUDA-29P+D2.jpg, https://www.truper.com/media/import/imagenes/JUDA-29P+EI1.jpg, https://www.truper.com/media/import/imagenes/JUDA-29P+EIND1.jpg, https://www.truper.com/media/import/imagenes/JUDA-29P+EM1.jpg, https://www.truper.com/media/import/imagenes/JUDA-29P+FC1.jpg",Marca,,Medida,
24063,"Manguera para gas, aluminio, 3/8"" flare, 200 cm, FOSET BASIC","Manguera para gas, aluminio, 3/8"" flare, 200 cm, FOSET BASIC",85.34,,"https://www.truper.com/media/import/imagenes/FGA-20P.jpg, https://www.truper.com/media/import/imagenes/FGA-20P+D1.jpg, https://www.truper.com/media/import/imagenes/FGA-20P+EI1.jpg, https://www.truper.com/media/import/imagenes/FGA-20P+EIND1.jpg, https://www.truper.com/media/import/imagenes/FGA-20P+EM1.jpg, https://www.truper.com/media/import/imagenes/FGA-20P+E1.jpg, https://www.truper.com/media/import/imagenes/FGA-20P+FC1.jpg, https://www.truper.com/media/import/imagenes/FGA-20P+FC2.jpg",Marca,,Medida,
24200,"Juego de 4 cuñas con mango de plástico, PRETUL","Juego de 4 cuñas con mango de plástico, PRETUL",33.62,,https://www.truper.com/media/import/imagenes/CUN-4P.jpg,Marca,,Medida,
24PTLLEDC6,SPOT INTERIOR DEC PLAFONES LED 24W 100-240V 650,SPOT INTERIOR DEC PLAFONES LED 24W 100-240V 650,340.5,,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,Marca,,Medida,
24PTLLEDR3,INTERIOR DEC PLAFONES LED 24W 100-240V 3000K REDO,INTERIOR DEC PLAFONES LED 24W 100-240V 3000K REDO,326.25,,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,Marca,,Medida,
24YDLED430,SPOT INTERIOR EMPOTRADO LED 24W 100-240V 6500K,SPOT INTERIOR EMPOTRADO LED 24W 100-240V 6500K,658.125,,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,Marca,,Medida,
25074,"Flota de espuma, 9-1/2"", espesor 7/16"", acabado liso, PRETUL","Flota de espuma, 9-1/2"", espesor 7/16"", acabado liso, PRETUL",80.17,,"https://www.truper.com/media/import/imagenes/FL-9NP.jpg, https://www.truper.com/media/import/imagenes/FL-9NP+EI1.jpg, https://www.truper.com/media/import/imagenes/FL-9NP+EIND1.jpg, https://www.truper.com/media/import/imagenes/FL-9NP+EM1.jpg, https://www.truper.com/media/import/imagenes/FL-9NP+FC1.jpg, https://www.truper.com/media/import/imagenes/FL-9NP+FC2.jpg",Marca,,Medida,
25130,"Encendedor para cocina, 27 cm, Pretul","Encendedor para cocina, 27 cm, Pretul",26.72,,"https://www.truper.com/media/import/imagenes/ENC-27.jpg, https://www.truper.com/media/import/imagenes/ENC-27+EI1.jpg, https://www.truper.com/media/import/imagenes/ENC-27+EIND1.jpg, https://www.truper.com/media/import/imagenes/ENC-27+EM1.jpg, https://www.truper.com/media/import/imagenes/ENC-27+E1.jpg, https://www.truper.com/media/import/imagenes/ENC-27+FC1.jpg",Marca,,Medida,
26020,"Manguera lavabo/fregadero, aluminio, 1/2""x1/2"",40 cm, BASIC","Manguera lavabo/fregadero, aluminio, 1/2""x1/2"",40 cm, BASIC",25.0,,"https://www.truper.com/media/import/imagenes/FLA-40P.jpg, https://www.truper.com/media/import/imagenes/FLA-40P+EI1.jpg, https://www.truper.com/media/import/imagenes/FLA-40P+EM1.jpg, https://www.truper.com/media/import/imagenes/FLA-40P+E1.jpg, https://www.truper.com/media/import/imagenes/FLA-40P+FC1.jpg, https://www.truper.com/media/import/imagenes/FLA-40P+FC2.jpg",Marca,,Medida,
26021,"Manguera lavabo/fregadero, aluminio, 1/2""x1/2"",55 cm, BASIC","Manguera lavabo/fregadero, aluminio, 1/2""x1/2"",55 cm, BASIC",26.72,,"https://www.truper.com/media/import/imagenes/FFR-55P.jpg, https://www.truper.com/media/import/imagenes/FFR-55P+EI1.jpg, https://www.truper.com/media/import/imagenes/FFR-55P+EM1.jpg, https://www.truper.com/media/import/imagenes/FFR-55P+E1.jpg, https://www.truper.com/media/import/imagenes/FFR-55P+FC1.jpg, https://www.truper.com/media/import/imagenes/FFR-55P+FC2.jpg",Marca,,Medida,
27015,"Chiflón 4"" de plástico para manguera, a granel, PRETUL","Chiflón 4"" de plástico para manguera, a granel, PRETUL",17.24,,"https://www.truper.com/media/import/imagenes/CHMA-4PG.jpg, https://www.truper.com/media/import/imagenes/CHMA-4PG+E1.jpg, https://www.truper.com/media/import/imagenes/CHMA-4PG+FC1.jpg, https://www.truper.com/media/import/imagenes/CHMA-4PG+FC2.jpg",Marca,,Medida,
27019,"Bomba periférica 1/2HP, altura máx 20m, uso agrícola, PRETUL","Bomba periférica 1/2HP, altura máx 20m, uso agrícola, PRETUL",455.0,,https://www.truper.com/media/import/imagenes/BOAP-1-2P3.jpg,Marca,,Medida,
27022,"Conector rápido de acero, hembra, cuerda 1/4"" NPT, PRETUL","Conector rápido de acero, hembra, cuerda 1/4"" NPT, PRETUL",16.38,,https://www.truper.com/media/import/imagenes/CORAL-HEM-1-4P.jpg,Marca,,Medida,
27023,"Conector rápido de acero, macho, cuerda 1/4"" NPT, PRETUL","Conector rápido de acero, macho, cuerda 1/4"" NPT, PRETUL",16.38,,https://www.truper.com/media/import/imagenes/CORAL-MA-1-4P.jpg,Marca,,Medida,
27025,"Niple de acero, macho-macho, cuerda 1/4"" NPT, PRETUL","Niple de acero, macho-macho, cuerda 1/4"" NPT, PRETUL",16.38,,"https://www.truper.com/media/import/imagenes/NIPLE-P.jpg, https://www.truper.com/media/import/imagenes/NIPLE-P+E1.jpg, https://www.truper.com/media/import/imagenes/NIPLE-P+FC1.jpg",Marca,,Medida,
27028,"Cople rápido de acero, hembra, cuerda 1/4"" NPT, PRETUL","Cople rápido de acero, hembra, cuerda 1/4"" NPT, PRETUL",53.45,,https://www.truper.com/media/import/imagenes/COPLE-HEM-1-4P.jpg,Marca,,Medida,
27029,"Cople rápido de acero, macho, cuerda 1/4"" NPT, PRETUL","Cople rápido de acero, macho, cuerda 1/4"" NPT, PRETUL",53.45,,https://www.truper.com/media/import/imagenes/COPLE-MA-1-4P.jpg,Marca,,Medida,
2711FR,CLAVIJA MEDIA VUELTA 3P4H 30A 125/250V N L-14 30P NYLON,CLAVIJA MEDIA VUELTA 3P4H 30A 125/250V N L-14 30P NYLON,,,,Marca,,Medida,
27120,"Kit taladro/destornillador 3/8"", 12V, 33, PRETUL","Kit taladro/destornillador 3/8"", 12V, 33, PRETUL",1142.24,,"https://www.truper.com/media/import/imagenes/TALI-12PK2.jpg, https://www.truper.com/media/import/imagenes/TALI-12PK2+EIND1.jpg, https://www.truper.com/media/import/imagenes/TALI-12PK2+EM1.jpg, https://www.truper.com/media/import/imagenes/TALI-12PK2+E1.jpg, https://www.truper.com/media/import/imagenes/TALI-12PK2+FC1.jpg, https://www.truper.com/media/import/imagenes/TALI-12PK2+FC2.jpg",Marca,,Medida,
2713,"Bisagra cuadrada 3"", negro mate, cabeza plana, BASIC","Bisagra cuadrada 3"", negro mate, cabeza plana, BASIC",,,"https://www.truper.com/media/import/imagenes/BC-306PP.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+EI1.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+EM1.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+E1.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+FC1.jpg, https://www.truper.com/media/import/imagenes/BC-306PP+FC2.jpg",Marca,,Medida,
27170,"Pintura en aerosol,negro brillante, 400 ml, PRETUL","Pintura en aerosol,negro brillante, 400 ml, PRETUL",42.24,,"https://www.truper.com/media/import/imagenes/PA-NB-P.jpg, https://www.truper.com/media/import/imagenes/PA-NB-P+D1.jpg, https://www.truper.com/media/import/imagenes/PA-NB-P+EI1.jpg, https://www.truper.com/media/import/imagenes/PA-NB-P+EM1.jpg, https://www.truper.com/media/import/imagenes/PA-NB-P+FC1.jpg",Marca,,Medida,
27172,"Pintura en aerosol, negro mate, 400 ml, PRETUL","Pintura en aerosol, negro mate, 400 ml, PRETUL",42.24,,"https://www.truper.com/media/import/imagenes/PA-NM-P.jpg, https://www.truper.com/media/import/imagenes/PA-NM-P+D1.jpg, https://www.truper.com/media/import/imagenes/PA-NM-P+EI1.jpg, https://www.truper.com/media/import/imagenes/PA-NM-P+EM1.jpg, https://www.truper.com/media/import/imagenes/PA-NM-P+FC1.jpg",Marca,,Medida,
28002,"Cepillo para impermeabilizar, con cerdas de ixtle, mango 48""","Cepillo para impermeabilizar, con cerdas de ixtle, mango 48""",93.97,,"https://www.truper.com/media/import/imagenes/CIM-28P.jpg, https://www.truper.com/media/import/imagenes/CIM-28P+EM1.jpg, https://www.truper.com/media/import/imagenes/CIM-28P+FC1.jpg, https://www.truper.com/media/import/imagenes/CIM-28P+FC2.jpg",Marca,,Medida,
28021,"Linterna plástica de LED, 60 lm, recargable a granel, PRETUL","Linterna plástica de LED, 60 lm, recargable a granel, PRETUL",53.45,,"https://www.truper.com/media/import/imagenes/LIRE-3CG.jpg, https://www.truper.com/media/import/imagenes/LIRE-3CG+D1.jpg, https://www.truper.com/media/import/imagenes/LIRE-3CG+D2.jpg, https://www.truper.com/media/import/imagenes/LIRE-3CG+D3.jpg, https://www.truper.com/media/import/imagenes/LIRE-3CG+EI1.jpg, https://www.truper.com/media/import/imagenes/LIRE-3CG+EM1.jpg, https://www.truper.com/media/import/imagenes/LIRE-3CG+E1.jpg, https://www.truper.com/media/import/imagenes/LIRE-3CG+FC3.jpg",Marca,,Medida,
28158,"Pinza de punta y corte 6"" mango de vinil, a granel, PRETUL","Pinza de punta y corte 6"" mango de vinil, a granel, PRETUL",59.48,,"https://www.truper.com/media/import/imagenes/PPC-6PG.jpg, https://www.truper.com/media/import/imagenes/PPC-6PG+EI1.jpg, https://www.truper.com/media/import/imagenes/PPC-6PG+EM1.jpg, https://www.truper.com/media/import/imagenes/PPC-6PG+E1.jpg, https://www.truper.com/media/import/imagenes/PPC-6PG+FC1.jpg, https://www.truper.com/media/import/imagenes/PPC-6PG+FC2.jpg",Marca,,Medida,
28159,"Pinza de corte diagonal 6"" mango de vinil, a granel, PRETUL","Pinza de corte diagonal 6"" mango de vinil, a granel, PRETUL",59.48,,"https://www.truper.com/media/import/imagenes/PCD-6PG.jpg, https://www.truper.com/media/import/imagenes/PCD-6PG+EI1.jpg, https://www.truper.com/media/import/imagenes/PCD-6PG+EM1.jpg, https://www.truper.com/media/import/imagenes/PCD-6PG+E1.jpg, https://www.truper.com/media/import/imagenes/PCD-6PG+FC1.jpg, https://www.truper.com/media/import/imagenes/PCD-6PG+FC2.jpg",Marca,,Medida,
28256,"Linterna de minero LED 180 lm, con imán, recargable, PRETUL","Linterna de minero LED 180 lm, con imán, recargable, PRETUL",73.28,,"https://www.truper.com/media/import/imagenes/LI-CA-110RP.jpg, https://www.truper.com/media/import/imagenes/LI-CA-110RP+D1.jpg, https://www.truper.com/media/import/imagenes/LI-CA-110RP+D2.jpg, https://www.truper.com/media/import/imagenes/LI-CA-110RP+EI1.jpg, https://www.truper.com/media/import/imagenes/LI-CA-110RP+EIND1.jpg, https://www.truper.com/media/import/imagenes/LI-CA-110RP+EM1.jpg, https://www.truper.com/media/import/imagenes/LI-CA-110RP+E1.jpg, https://www.truper.com/media/import/imagenes/LI-CA-110RP+FC1.jpg, https://www.truper.com/media/import/imagenes/LI-CA-110RP+FC2.jpg",Marca,,Medida,
29000,"Kit rotomartillo/destornillador 1/2"", 20V, 32 acc., PRETUL","Kit rotomartillo/destornillador 1/2"", 20V, 32 acc., PRETUL",1547.41,,"https://www.truper.com/media/import/imagenes/ROTI-20P2K.jpg, https://www.truper.com/media/import/imagenes/ROTI-20P2K+D1.jpg, https://www.truper.com/media/import/imagenes/ROTI-20P2K+EIND1.jpg, https://www.truper.com/media/import/imagenes/ROTI-20P2K+EM1.jpg, https://www.truper.com/media/import/imagenes/ROTI-20P2K+E1.jpg, https://www.truper.com/media/import/imagenes/ROTI-20P2K+FC1.jpg, https://www.truper.com/media/import/imagenes/ROTI-20P2K+FC2.jpg",Marca,,Medida,
29012,"Prensa esquinera de 3"", cuerpo aluminio, PRETUL","Prensa esquinera de 3"", cuerpo aluminio, PRETUL",107.76,,"https://www.truper.com/media/import/imagenes/PESQ-3P.jpg, https://www.truper.com/media/import/imagenes/PESQ-3P+E1.jpg, https://www.truper.com/media/import/imagenes/PESQ-3P+FC1.jpg, https://www.truper.com/media/import/imagenes/PESQ-3P+FC2.jpg",Marca,,Medida,
29936,"Luminario suburbano LED 50 W 6500 K, VOLTECK BASIC","Luminario suburbano LED 50 W 6500 K, VOLTECK BASIC",392.24,,"https://www.truper.com/media/import/imagenes/SUB-740L.jpg, https://www.truper.com/media/import/imagenes/SUB-740L+EI1.jpg, https://www.truper.com/media/import/imagenes/SUB-740L+EM1.jpg, https://www.truper.com/media/import/imagenes/SUB-740L+E1.jpg, https://www.truper.com/media/import/imagenes/SUB-740L+FC1.jpg, https://www.truper.com/media/import/imagenes/SUB-740L+FC2.jpg, https://www.truper.com/media/import/imagenes/SUB-740L+FC3.jpg",Marca,,Medida,
30LHBLEDT6,LAMPARA LED PARES 30W 100-240V 6500K E27 2700LM,LAMPARA LED PARES 30W 100-240V 6500K E27 2700LM,486.0,,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,Marca,,Medida,
30LQLEDM65,REFLECTOR LED DE 30W 100.240V 65K NGR,REFLECTOR LED DE 30W 100.240V 65K NGR,217.5,,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,Marca,,Medida,
3522,TAPON AUDITIVO NARANJA,TAPON AUDITIVO NARANJA,9.91,,,Marca,,Medida,
3M0001,CINTA TEMFLEX 1600 3M NEGRA,CINTA TEMFLEX 1600 3M NEGRA,27.09,,,Marca,,Medida,
3M0002,CINTA TEMFLEX 1600 3M BLANCA*,CINTA TEMFLEX 1600 3M BLANCA*,30.17,,,Marca,,Medida,
3M0003,CINTA TEMFLEX  3M ROJA,CINTA TEMFLEX  3M ROJA,30.17,,,Marca,,Medida,
3M0004,CINTA TEMFLEX 1600 3M AMARILLA*,CINTA TEMFLEX 1600 3M AMARILLA*,30.17,,,Marca,,Medida,
3M0005,CINTA TEMFLEX  3M AZUL*,CINTA TEMFLEX  3M AZUL*,30.17,,,Marca,,Medida,
3M0006,CINTA TEMFLEX 1600 3M VERDE*,CINTA TEMFLEX 1600 3M VERDE*,30.17,,,Marca,,Medida,
3M0010,CINTA VULCANIZABLE 23 3M.,CINTA VULCANIZABLE 23 3M.,589.85,,,Marca,,Medida,
3M0011,CINTA AISLANTE SUPER 33 3M,CINTA AISLANTE SUPER 33 3M,103.8,,,Marca,,Medida,
3M0012,CINTA ASILANTE SILICON 70 3M.,CINTA ASILANTE SILICON 70 3M.,1152.27,,,Marca,,Medida,
3M0013,CINTA SEMICONDUCTORA 13 3M.,CINTA SEMICONDUCTORA 13 3M.,431.25,,,Marca,,Medida,
3M0021,CAPUCHON AZUL/NARANJA,CAPUCHON AZUL/NARANJA,3.48,,,Marca,,Medida,
3M1110,TAPON AUDITIVO COLOR NARANJA,TAPON AUDITIVO COLOR NARANJA,10.6,,,Marca,,Medida,
3M155,CINTA TEMFLEX 155,CINTA TEMFLEX 155,17.205,,,Marca,,Medida,
3M1755,"CINTA DE TELA Y HULE TENFLEX 1755 3/4""X60"", 0.19MMX18M 3M","CINTA DE TELA Y HULE TENFLEX 1755 3/4""X60"", 0.19MMX18M 3M",,,,Marca,,Medida,
40069,"100pijas 8x1-1/2""cabeza plana phillips multiusos cuerda fina","100pijas 8x1-1/2""cabeza plana phillips multiusos cuerda fina",46.0,,"https://www.truper.com/media/import/imagenes/PIJC-838.jpg, https://www.truper.com/media/import/imagenes/PIJC-838+EI1.jpg, https://www.truper.com/media/import/imagenes/PIJC-838+EIND1.jpg, https://www.truper.com/media/import/imagenes/PIJC-838+EM1.jpg, https://www.truper.com/media/import/imagenes/PIJC-838+E1.jpg, https://www.truper.com/media/import/imagenes/PIJC-838+FC1.jpg, https://www.truper.com/media/import/imagenes/PIJC-838+FC2.jpg",Marca,,Medida,
40087,"Empaque unión tanque-taza para WC, 2"", FOSET","Empaque unión tanque-taza para WC, 2"", FOSET",12.07,,"https://www.truper.com/media/import/imagenes/EMU-2.jpg, https://www.truper.com/media/import/imagenes/EMU-2+EI1.jpg, https://www.truper.com/media/import/imagenes/EMU-2+EM1.jpg, https://www.truper.com/media/import/imagenes/EMU-2+E1.jpg, https://www.truper.com/media/import/imagenes/EMU-2+FC1.jpg",Marca,,Medida,
40088,"Empaque unión tanque-taza para WC, 3"", FOSET","Empaque unión tanque-taza para WC, 3"", FOSET",17.24,,"https://www.truper.com/media/import/imagenes/EMU-3.jpg, https://www.truper.com/media/import/imagenes/EMU-3+EI1.jpg, https://www.truper.com/media/import/imagenes/EMU-3+EM1.jpg, https://www.truper.com/media/import/imagenes/EMU-3+E1.jpg, https://www.truper.com/media/import/imagenes/EMU-3+FC1.jpg",Marca,,Medida,
40089,"Sapo 2"" para WC, PVC transparente, cadena inoxidable, FOSET","Sapo 2"" para WC, PVC transparente, cadena inoxidable, FOSET",33.62,,"https://www.truper.com/media/import/imagenes/SA-008.jpg, https://www.truper.com/media/import/imagenes/SA-008+EI1.jpg, https://www.truper.com/media/import/imagenes/SA-008+EIND1.jpg, https://www.truper.com/media/import/imagenes/SA-008+EM1.jpg, https://www.truper.com/media/import/imagenes/SA-008+E1.jpg, https://www.truper.com/media/import/imagenes/SA-008+FC1.jpg, https://www.truper.com/media/import/imagenes/SA-008+FC2.jpg",Marca,,Medida,
40141,"Caja de contactos para canaleta 3"" x 5"", blanca, VOLTECK","Caja de contactos para canaleta 3"" x 5"", blanca, VOLTECK",25.0,,"https://www.truper.com/media/import/imagenes/CRU-3X5.jpg, https://www.truper.com/media/import/imagenes/CRU-3X5+D1.jpg, https://www.truper.com/media/import/imagenes/CRU-3X5+EI1.jpg, https://www.truper.com/media/import/imagenes/CRU-3X5+EIND1.jpg, https://www.truper.com/media/import/imagenes/CRU-3X5+EM1.jpg, https://www.truper.com/media/import/imagenes/CRU-3X5+E1.jpg, https://www.truper.com/media/import/imagenes/CRU-3X5+FC1.jpg, https://www.truper.com/media/import/imagenes/CRU-3X5+FC2.jpg",Marca,,Medida,
40159,"Kit de 20 taquetes 1/4"" con pijas #8 y 1 broca 1/4"", FIERO","Kit de 20 taquetes 1/4"" con pijas #8 y 1 broca 1/4"", FIERO",42.24,,https://www.truper.com/media/import/imagenes/TQ-1-4J.jpg,Marca,,Medida,
40160,"Kit de 20 taquetes 5/16""con pijas #10 y 1 broca 5/16"", FIERO","Kit de 20 taquetes 5/16""con pijas #10 y 1 broca 5/16"", FIERO",66.38,,https://www.truper.com/media/import/imagenes/TQ-5-16J.jpg,Marca,,Medida,
40161,"Kit de 20 taquetes 3/8"" con pijas #12 y 1 broca 3/8"", FIERO","Kit de 20 taquetes 3/8"" con pijas #12 y 1 broca 3/8"", FIERO",100.86,,https://www.truper.com/media/import/imagenes/TQ-3-8J.jpg,Marca,,Medida,
40177,"Metro de cuerda amarilla de polipropileno 10mm, carrete 440m","Metro de cuerda amarilla de polipropileno 10mm, carrete 440m",4.48,,"https://www.truper.com/media/import/imagenes/CUE-10M.jpg, https://www.truper.com/media/import/imagenes/CUE-10M+D1.jpg, https://www.truper.com/media/import/imagenes/CUE-10M+E1.jpg, https://www.truper.com/media/import/imagenes/CUE-10M+FC1.jpg, https://www.truper.com/media/import/imagenes/CUE-10M+FC2.jpg",Marca,,Medida,
40179,"Metro de cuerda amarilla de polipropileno 13mm, carrete 390m","Metro de cuerda amarilla de polipropileno 13mm, carrete 390m",7.5,,"https://www.truper.com/media/import/imagenes/CUE-13M.jpg, https://www.truper.com/media/import/imagenes/CUE-13M+D1.jpg, https://www.truper.com/media/import/imagenes/CUE-13M+E1.jpg, https://www.truper.com/media/import/imagenes/CUE-13M+FC1.jpg, https://www.truper.com/media/import/imagenes/CUE-13M+FC2.jpg",Marca,,Medida,
40180,"Metro de cuerda amarilla de polipropileno 16mm, carrete 264m","Metro de cuerda amarilla de polipropileno 16mm, carrete 264m",11.21,,"https://www.truper.com/media/import/imagenes/CUE-16M.jpg, https://www.truper.com/media/import/imagenes/CUE-16M+D1.jpg, https://www.truper.com/media/import/imagenes/CUE-16M+E1.jpg, https://www.truper.com/media/import/imagenes/CUE-16M+FC1.jpg, https://www.truper.com/media/import/imagenes/CUE-16M+FC2.jpg",Marca,,Medida,
40181,"Metro de cuerda amarilla de polipropileno 19mm, carrete 198m","Metro de cuerda amarilla de polipropileno 19mm, carrete 198m",14.66,,"https://www.truper.com/media/import/imagenes/CUE-19M.jpg, https://www.truper.com/media/import/imagenes/CUE-19M+D1.jpg, https://www.truper.com/media/import/imagenes/CUE-19M+E1.jpg, https://www.truper.com/media/import/imagenes/CUE-19M+FC1.jpg, https://www.truper.com/media/import/imagenes/CUE-19M+FC2.jpg",Marca,,Medida,
40185,"Kilo de cuerda amarilla de polipropileno 8 mm, rollo 1kg","Kilo de cuerda amarilla de polipropileno 8 mm, rollo 1kg",115.08,,"https://www.truper.com/media/import/imagenes/CUE-081K.jpg, https://www.truper.com/media/import/imagenes/CUE-081K+D1.jpg, https://www.truper.com/media/import/imagenes/CUE-081K+E1.jpg, https://www.truper.com/media/import/imagenes/CUE-081K+FC1.jpg",Marca,,Medida,
40221,"Blíster con 20 clavos negros para concreto 2"", FIERO","Blíster con 20 clavos negros para concreto 2"", FIERO",9.05,,"https://www.truper.com/media/import/imagenes/CLC-2NA.jpg, https://www.truper.com/media/import/imagenes/CLC-2NA+D1.jpg, https://www.truper.com/media/import/imagenes/CLC-2NA+FC1.jpg",Marca,,Medida,
40223,"Blíster con 20 clavos negros para concreto 1-1/2"", FIERO","Blíster con 20 clavos negros para concreto 1-1/2"", FIERO",9.05,,https://www.truper.com/media/import/imagenes/CLC-1-1-2NA.jpg,Marca,,Medida,
40230,"Blíster con 35 clavos estándar 2"" con cabeza, FIERO","Blíster con 35 clavos estándar 2"" con cabeza, FIERO",6.9,,"https://www.truper.com/media/import/imagenes/CLE-2A.jpg, https://www.truper.com/media/import/imagenes/CLE-2A+D1.jpg, https://www.truper.com/media/import/imagenes/CLE-2A+FC1.jpg",Marca,,Medida,
40231,"Blíster con 130 clavos estándar 1"" con cabeza, FIERO","Blíster con 130 clavos estándar 1"" con cabeza, FIERO",6.9,,"https://www.truper.com/media/import/imagenes/CLE-1A.jpg, https://www.truper.com/media/import/imagenes/CLE-1A+D1.jpg, https://www.truper.com/media/import/imagenes/CLE-1A+FC1.jpg",Marca,,Medida,
40241,"Placa de ABS dúplex, Standard, blanco VOLTECK","Placa de ABS dúplex, Standard, blanco VOLTECK",9.48,,"https://www.truper.com/media/import/imagenes/PPDO-SB.jpg, https://www.truper.com/media/import/imagenes/PPDO-SB+EI1.jpg, https://www.truper.com/media/import/imagenes/PPDO-SB+EIND1.jpg, https://www.truper.com/media/import/imagenes/PPDO-SB+EM1.jpg, https://www.truper.com/media/import/imagenes/PPDO-SB+E1.jpg, https://www.truper.com/media/import/imagenes/PPDO-SB+FC1.jpg, https://www.truper.com/media/import/imagenes/PPDO-SB+FC2.jpg",Marca,,Medida,
40743,"Kit 20 taquetes plásticos 1/2"", p/panel de yeso con pijas #8","Kit 20 taquetes plásticos 1/2"", p/panel de yeso con pijas #8",31.035,,https://www.truper.com/media/import/imagenes/TQ-1-2TJ.jpg,Marca,,Medida,
40963,"Madeja de cuerda amarilla de polipropileno 6mm, 15m, FIERO","Madeja de cuerda amarilla de polipropileno 6mm, 15m, FIERO",38.79,,"https://www.truper.com/media/import/imagenes/CUE-0615.jpg, https://www.truper.com/media/import/imagenes/CUE-0615+D1.jpg, https://www.truper.com/media/import/imagenes/CUE-0615+FC1.jpg",Marca,,Medida,
40965,"Madeja de cuerda amarilla de polipropileno 10mm, 8m, FIERO","Madeja de cuerda amarilla de polipropileno 10mm, 8m, FIERO",42.675,,"https://www.truper.com/media/import/imagenes/CUE-108.jpg, https://www.truper.com/media/import/imagenes/CUE-108+D1.jpg, https://www.truper.com/media/import/imagenes/CUE-108+FC1.jpg",Marca,,Medida,
40PANLEDMV,PANEL LED INTELIGENTE 40W CCT ATENUABLE CONEXION WIFI  INTER,PANEL LED INTELIGENTE 40W CCT ATENUABLE CONEXION WIFI  INTER,1701.0,,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,Marca,,Medida,
4102,"Bolsa con 50 cinchos plásticos 50 lb, 300 x 4.5 mm, amarillo","Bolsa con 50 cinchos plásticos 50 lb, 300 x 4.5 mm, amarillo",510.0,,"https://www.truper.com/media/import/imagenes/CIN-5030A.jpg, https://www.truper.com/media/import/imagenes/CIN-5030A+D2.jpg, https://www.truper.com/media/import/imagenes/CIN-5030A+D3.jpg, https://www.truper.com/media/import/imagenes/CIN-5030A+EI1.jpg, https://www.truper.com/media/import/imagenes/CIN-5030A+EIND1.jpg, https://www.truper.com/media/import/imagenes/CIN-5030A+EM1.jpg, https://www.truper.com/media/import/imagenes/CIN-5030A+E1.jpg, https://www.truper.com/media/import/imagenes/CIN-5030A+FC1.jpg",Marca,,Medida,
41052,"Niple terminal de latón de 5/16"" X 3/8"", FOSET","Niple terminal de latón de 5/16"" X 3/8"", FOSET",20.69,,"https://www.truper.com/media/import/imagenes/CLG-416N.jpg, https://www.truper.com/media/import/imagenes/CLG-416N+EI1.jpg, https://www.truper.com/media/import/imagenes/CLG-416N+EM1.jpg, https://www.truper.com/media/import/imagenes/CLG-416N+E1.jpg, https://www.truper.com/media/import/imagenes/CLG-416N+FC1.jpg",Marca,,Medida,
42002,"Pistón a gas con capacidad de 60 N / 6 kg, HERMEX","Pistón a gas con capacidad de 60 N / 6 kg, HERMEX",33.62,,"https://www.truper.com/media/import/imagenes/PIGA-60.jpg, https://www.truper.com/media/import/imagenes/PIGA-60+EI1.jpg, https://www.truper.com/media/import/imagenes/PIGA-60+EIND1.jpg, https://www.truper.com/media/import/imagenes/PIGA-60+EM1.jpg, https://www.truper.com/media/import/imagenes/PIGA-60+E1.jpg, https://www.truper.com/media/import/imagenes/PIGA-60+FC1.jpg, https://www.truper.com/media/import/imagenes/PIGA-60+FC2.jpg, https://www.truper.com/media/import/imagenes/PIGA-60+FC3.jpg",Marca,,Medida,
42008,"Bolsa con 100 taquetes plásticos 1/2"", para panel de yeso","Bolsa con 100 taquetes plásticos 1/2"", para panel de yeso",0.8,,https://www.truper.com/media/import/imagenes/TAQ-1-2TP.jpg,Marca,,Medida,
