Marca/Grupo,SKU,Nombre,Precio,Categorias
GENERICO (SIN CATEGORIZAR),BACI0001,"BASE PARA CINCHO 3/4"" X 3/4""",2.36,
GENERICO (SIN CATEGORIZAR),BAMA0004,"BASE PARA MASTIL 1 1/2""",39.73,
GENERICO (SIN CATEGORIZAR),BAMA0003,"BASE PARA MASTIL 1 1/4""",38.31,
GENERICO (SIN CATEGORIZAR),BAMA0002,"BASE PARA MASTIL 1""",36.12,
GENERICO (SIN CATEGORIZAR),BAMA0006,"BASE PARA MASTIL 2 1/2""",0.0,
GENERICO (SIN CATEGORIZAR),BAMA0005,"BASE PARA MASTIL 2""",40.25,
GENERICO (SIN CATEGORIZAR),BAMA0001,"BASE PARA MASTIL 3/4""",35.02,
GENERICO (SIN CATEGORIZAR),BASE0001,BASE PIRAMIDAL CONCRETO 40X80X100 CM,4177.5,
GENERICO (SIN CATEGORIZAR),46315INDIV,BATERIA ALCALINA AA INDIVIDUAL,13.362,
GENERICO (SIN CATEGORIZAR),46316INDII,BATRIAL AAA,11.5,
GENERICO (SIN CATEGORIZAR),BLOQ0001,BLOQUE REPARTIDOR 1 ENTRADA (3/0) 6 SALIDAS 1/0-8) UD6C500AL,1744.5,
GENERICO (SIN CATEGORIZAR),BOTE0001,BOTE INTEGRAL 10CM,44.54,
GENERICO (SIN CATEGORIZAR),10410274,BOTONERA Y SEÑALIZACION ROJO,,
GENERICO (SIN CATEGORIZAR),BACE0006,BRAZO FONDEADO 2X0.6CM,,
GENERICO (SIN CATEGORIZAR),CADE0001,CADENA VICTOR 2MMX30MTS 150836,13.66,
GENERICO (SIN CATEGORIZAR),TECN0064,CAMPANA INDUSTRIAL CWG 6000 LM 6500K,459.045,
GENERICO (SIN CATEGORIZAR),L22S38A,CANDADO DE ACERO GANCHO CORTO LOCK 3 NIVELES,64.5,
GENERICO (SIN CATEGORIZAR),CAPU003,CAPUCHON AMARILLO  ROJO,2.75,
GENERICO (SIN CATEGORIZAR),CAPU0006,"CAPUCHON AMARILLO CAL 12-10""",1.19,
GENERICO (SIN CATEGORIZAR),CAPU0007,"CAPUCHON NARANJA CAL 16-14""",0.74,
GENERICO (SIN CATEGORIZAR),CAPU0005,"CAPUCHON ROJO CAL 8-6""",1.86,
GENERICO (SIN CATEGORIZAR),1031545,CEMENQUIN 5 KG,,
GENERICO (SIN CATEGORIZAR),LOCK0001,CHAPA COMBO POMO Y CERROJO ACERO INOXIDABLE LOOCK 10CB,702.0,
GENERICO (SIN CATEGORIZAR),CHUMA0001,"CHUMACERA DE PISO 1""*",69.0,
GENERICO (SIN CATEGORIZAR),CINA0001,"CINC NATURAL ACT 100-2 8 KG  4""",0.23,
GENERICO (SIN CATEGORIZAR),CINA0006,"CINC NATURAL ACT 300-3 18KG 12""",1.52,
GENERICO (SIN CATEGORIZAR),CINE0001,"CINC NEGRO ACN 100-2 8 KG 4""",0.21,
GENERICO (SIN CATEGORIZAR),CINE0002,"CINC NEGRO ACN 140-2 8KG 5.5""",0.34,
GENERICO (SIN CATEGORIZAR),CINE0004,"CINC NEGRO ACN 140-3 18 KG 6""",0.47,
GENERICO (SIN CATEGORIZAR),CINE0005,"CINC NEGRO ACN 180-3 18KG 7""",0.67,
GENERICO (SIN CATEGORIZAR),CINE0003,"CINC NEGRO ACN 200-2 8KG 8""",0.45,
GENERICO (SIN CATEGORIZAR),CINE0009,"CINC NEGRO ACN 300-4 22KG 12""",1.52,
GENERICO (SIN CATEGORIZAR),CINE0010,"CINC NEGRO ACN 370-4 22KG 14.5""",2.17,
GENERICO (SIN CATEGORIZAR),CINE0021,CINCHO NEGRO PARA EXTERIOR 30X30MM BESTEN,2.6,
GENERICO (SIN CATEGORIZAR),CINE0020,CINCHO NEGRO PARA EXTERIOR 4.8X380MM BESTEN,1.26,
GENERICO (SIN CATEGORIZAR),LEGRA0001,"CLAVIJA MEDIA VUELTA 3F, 4H, 30A, 250V, L1530P",321.86,
GENERICO (SIN CATEGORIZAR),2711FR,CLAVIJA MEDIA VUELTA 3P4H 30A 125/250V N L-14 30P NYLON,,
GENERICO (SIN CATEGORIZAR),FULM0015,"CLAVO HILTY 1"" CON ARANDELA 1/4""",2.34,
GENERICO (SIN CATEGORIZAR),FULM0014,"CLAVO HILTY CON ARANDELA 1/4""*",3.0,
GENERICO (SIN CATEGORIZAR),MG51MED,CLEMA MEDIANA 1-3/16 3/4*,6.8,
GENERICO (SIN CATEGORIZAR),MG51111EZ,CLIP RECTO AUTOMATICO*,61.86,
GENERICO (SIN CATEGORIZAR),CTLAL002,"CONECT GLAND ALUMINIO 3/4""*",40.64,
GENERICO (SIN CATEGORIZAR),CTGL0004,"CONECT GLANDULA PLASTICO 1 1/2""**",25.2,
GENERICO (SIN CATEGORIZAR),CTGL0003,"CONECT GLANDULA PLASTICO 1""*",25.2,
GENERICO (SIN CATEGORIZAR),CTGL0001,"CONECT GLANDULA PLASTICO 1/2""",7.5,
GENERICO (SIN CATEGORIZAR),CTGL0002,"CONECT GLANDULA PLASTICO 3/4""*",10.5,
GENERICO (SIN CATEGORIZAR),MEGA0085A,CONTROL SW GSW40 ESW12*,161.2,
GENERICO (SIN CATEGORIZAR),DU221RB,DESCONECTADOR 2x30 DU221RB,1575.0,
GENERICO (SIN CATEGORIZAR),DU321N,DESCONECTADOR 3P 30A N-1,257.45,
GENERICO (SIN CATEGORIZAR),PQ3603G,DESCONECTADOR 3P 3W 480-600V,10181.1,
GENERICO (SIN CATEGORIZAR),DU321RB,DESCONECTADOR 3P X 30 S/FUS N-3R SQD*,4257.22,
GENERICO (SIN CATEGORIZAR),DISP0001,DISPENSADOR DE AGUA,5062.32,
GENERICO (SIN CATEGORIZAR),DI100,DISTAN RECARGABLE LASER 100M,1816.8,
GENERICO (SIN CATEGORIZAR),DI40,DISTAN RECARGABLE LASER MINI 40M,1218.0,
GENERICO (SIN CATEGORIZAR),DISY0001,DISYUNTOR FD 3P 250A FXD63B250L,13576.5,
GENERICO (SIN CATEGORIZAR),TECN0076,DOWLIGHT 12W 6500°K DLM'PDL 12BB*,119.5,
GENERICO (SIN CATEGORIZAR),TECN0075,DOWNLIGHT 12W 3500K 85-265V MLDL12WWTBC SATIN*,119.5,
GENERICO (SIN CATEGORIZAR),FKS5050D,DRIVER RGB Y CONTROL REMOTO*,260.88,
GENERICO (SIN CATEGORIZAR),DUCT0001,DUCTO CUADRADO LISO GRIS 4X4 X 3MTS.,1711.575,
GENERICO (SIN CATEGORIZAR),ELEC007,ELECTRO-NIVEL 7 METROS 110/220V ALTAMIRA,387.945,
GENERICO (SIN CATEGORIZAR),PEM1005,EMP. DIRIGIBLE LISO REDONDO BCO. P/MR16,76.5,
GENERICO (SIN CATEGORIZAR),YD360S,EMPOTRABLE DIRIGIBLE 50W,201.0,
GENERICO (SIN CATEGORIZAR),H625S,EMPOTRADO DE PISO E26 SATIN,1445.5,
GENERICO (SIN CATEGORIZAR),YD330B,EMPOTRADO DIRIGIBLE BLANCO,76.61625,
GENERICO (SIN CATEGORIZAR),YD1300B,EMPOTRADO FIJO FLUORESCENTE YD1300B,339.0,
GENERICO (SIN CATEGORIZAR),YD360B,EMPOTRADOR DIRIGIBLE MR 16 BLANCO,126.0774,
GENERICO (SIN CATEGORIZAR),YD360N,EMPOTRADOR DIRIGIBLE MR 16 NEGRO,136.5,
GENERICO (SIN CATEGORIZAR),MEGA0086,EPOTRADO ESW12W MULTI-VOLTAJE MULTI-TEMP*,669.52,
GENERICO (SIN CATEGORIZAR),ESCA0001,ESCALERA DE TIJERA FV 136 KG 5 PELDAÑOS,4777.02,
GENERICO (SIN CATEGORIZAR),ESCR0001,ESCRITORIO1.20 X 0.75MTS,9698.28,
GENERICO (SIN CATEGORIZAR),ZAES0001,ESPADA AISLADA AMARILLA 12-10 .250*,0.98,
GENERICO (SIN CATEGORIZAR),CD400026,"EYS SELLO RAWELT 2""""",2341.77,
GENERICO (SIN CATEGORIZAR),10046936,FIXACAO BFRDWA160*,0.0,
GENERICO (SIN CATEGORIZAR),HERR0100,"FLEJE DE ACERO INOXIDABLE 5/8""",25.28,
GENERICO (SIN CATEGORIZAR),FOLLAJE,FOLLAJE ARTIFICIAL,1227.165,
GENERICO (SIN CATEGORIZAR),BACE0003,"FOTOCELDA 110-220V""",130.62,
GENERICO (SIN CATEGORIZAR),FRIG0001,FRIGOBAR 3.2 PIES KOOL FACTORY,4136.64,
GENERICO (SIN CATEGORIZAR),FULM0001,FULMINANTE CAL 22 AMARILLO RAMSET*,3.63,
GENERICO (SIN CATEGORIZAR),FULM0002,FULMINANTE CAL 22 VERDE RAMSET*,3.63,
GENERICO (SIN CATEGORIZAR),FULM0003,FULMINANTE EN TIRA CAL 27 ROJO*,4.34,
GENERICO (SIN CATEGORIZAR),G4A705025,GAB METALICO 70X50X25,3217.0,
GENERICO (SIN CATEGORIZAR),G4A806030,GAB N-4  80X60X30*,4357.74,
GENERICO (SIN CATEGORIZAR),G4A252015,GAB N-4 C/PLATINA 25X20X15*,592.76,
GENERICO (SIN CATEGORIZAR),G4A303020,GAB N-4 C/PLATINA 30X30X20*,,
GENERICO (SIN CATEGORIZAR),ACRI0001,GLOBO ACRILICO R-8 C/C OPALINO,254.625,
GENERICO (SIN CATEGORIZAR),GU10LLED4,GU 10 6W 100-240V LUZ FRIA FRIA,56.63,
GENERICO (SIN CATEGORIZAR),GU1050W,GU10 50W 120-130V LUZ BLANCA PHILLIPS,34.53,
GENERICO (SIN CATEGORIZAR),GU10065WC,GU10 6.5W 100-240V LUZ CALIDA,59.25,
GENERICO (SIN CATEGORIZAR),GU106500,GU10 6.5W 6500K  LUZ DE DIA,50.73,
GENERICO (SIN CATEGORIZAR),LGP100A,GUARDAPOLVO COLOR ALUMINIO 1MT*,160.1,
GENERICO (SIN CATEGORIZAR),HERR0101,"HEBILLA P/FLEJE INOX 5/8""",11.44,
GENERICO (SIN CATEGORIZAR),ZAHE0001,"HEMBRA AISLADA AMARILLA 12-10   3/16""*",0.98,
GENERICO (SIN CATEGORIZAR),HIEX20,HIELERA NEGRA POR 20 LITROS 55X40CM,5400.0,
GENERICO (SIN CATEGORIZAR),HIEL45,HIELERA ROJA 50LIT 63CMX41CM,1968.0,
GENERICO (SIN CATEGORIZAR),TECNO0001,"HIGIBAY CW-100W 6500K 12,000 LM 100-240V",603.09,
GENERICO (SIN CATEGORIZAR),IMPE0001,IMPERCOPE ACRILICO FIBRATADO BLANCO 3 AÑOS 1606G,373.71,
GENERICO (SIN CATEGORIZAR),LA36400102,INM TMM 3 P 600V 400 AMP 1 LINE,43275.0,
GENERICO (SIN CATEGORIZAR),HJA36060,INT TMM 3P 600V 060 AMP 1 LINE EXTRA ALTA CAPACIDAD,9372.0,
GENERICO (SIN CATEGORIZAR),NJ200GI,INT TMM 3P 600V 200 AMP ALTA CAPACIDAD 1 LINE,23575.5,
GENERICO (SIN CATEGORIZAR),JIM8,JGO BROCAS ESC Y PUNZ CTRL 6 PZ,984.0,
GENERICO (SIN CATEGORIZAR),JB25MM,JGO BROCAS NGA AC ALT VEL 25PZ,4098.0,
GENERICO (SIN CATEGORIZAR),JBVU4,JGO BROCAS VID Y AZULEJOS 4PZ,253.2,
GENERICO (SIN CATEGORIZAR),CH106,"JGO DADOS 3/8"" PG 26PZ",1884.0,
GENERICO (SIN CATEGORIZAR),CH104,"JGO DADOS ACC 3/8"" COMB 34PZ",3040.8,
GENERICO (SIN CATEGORIZAR),1051E,JGO DE LLAVES 16 COMBINADAS PULIDO ESPEJO EN PULGADAS,1746.69,
GENERICO (SIN CATEGORIZAR),CH303,JGO LLAVES COMB PUL ESP 14PZ,3822.0,
GENERICO (SIN CATEGORIZAR),CH213,JGO LLAVES ESTRIAS 45° PG 7PZ,,
GENERICO (SIN CATEGORIZAR),4977B,JGO LLAVES HEX NB IN 9PZ,211.2,
GENERICO (SIN CATEGORIZAR),47116,"JUEGO DADOS ACC 1/4"" 26PZ",2257.2,
GENERICO (SIN CATEGORIZAR),CH202,"JUEGO DADOS ACC 3/8"" MM 35PZ",3554.4,
GENERICO (SIN CATEGORIZAR),9700TA,JUEGO DEST TRIMAT 1000V COMB 8PZ,1341.6,
GENERICO (SIN CATEGORIZAR),CH316,JUEGO LLAVES COMBINADAS XLGA MET 12PZ,,
GENERICO (SIN CATEGORIZAR),49902A,"JUEGO SACAB ERGO 1/8""-2"" 28PZ",23480.0,
GENERICO (SIN CATEGORIZAR),CH214,JUEVO DE LLAVES ESTRIAS 45° MET  7PZ,2250.0,
GENERICO (SIN CATEGORIZAR),SE6D,KIT MONTAJE P5 GEMELO P ED 3.75 125A,7750.5,
GENERICO (SIN CATEGORIZAR),SF058,KIT RONDANA 32MM SPUD,49.06,
GENERICO (SIN CATEGORIZAR),SF059,KIT RONDANA 38MM SPUD,41.53,
GENERICO (SIN CATEGORIZAR),TORB0001,"KIT TUERCA, ARANDELA, PLANA Y PRESION",120.645,
GENERICO (SIN CATEGORIZAR),KURO0001,LAVABO  CON KIT DE  MUEBLE COMPLETO,7923.0,
GENERICO (SIN CATEGORIZAR),CRC0012,LIMPIADOR DE CONTACTOS 82130*,169.05,
GENERICO (SIN CATEGORIZAR),WD40,LUBRICANTE AFLOJATODO WD-40 5.5OZ*,115.19,
GENERICO (SIN CATEGORIZAR),LEDR0001,LUMINARIO EMPOTRAR 30/25/20W 125LM 35/40/50K  TP22U 60X60,,
GENERICO (SIN CATEGORIZAR),H510S,LUMINARIO EXTERIOR SUMERGIBLE SATIN EXN50W,705.0,
GENERICO (SIN CATEGORIZAR),6YDLED430M,LUMINARIO PARA USO INTERIOR EMPOTRADO,102.75,
GENERICO (SIN CATEGORIZAR),L6335130,LUNA FLAT RD 13 EMP STD 100-305V BFP FIJO 60K BC MAGG,372.38,
GENERICO (SIN CATEGORIZAR),L6340130,LUNA FLAT RD 18 STD 100-305VBFP FIJO 60K BC MAGG,669.96,
GENERICO (SIN CATEGORIZAR),L6341130,LUNA FLATRD 25 STD 100-305V 100-305V AFP 60K BC,958.01,
GENERICO (SIN CATEGORIZAR),HSC300FR,"MANGA TERMOCONTRACTIL 3"" P.G.",200.0,
GENERICO (SIN CATEGORIZAR),TERM500,MANGA TERMOCONTRACTIL TRAMO 122 33/8 CAL 500,150.0,
GENERICO (SIN CATEGORIZAR),SLP0001,MARCO PARA PANEL 60X60*,225.0,
GENERICO (SIN CATEGORIZAR),5249G,"MATRACA REV ACORD QR 3/8""",596.4,
GENERICO (SIN CATEGORIZAR),5449S,"MATRACA REV MGO CTO QR 1/2""",648.0,
GENERICO (SIN CATEGORIZAR),5249S,"MATRACA REV MGO CTO QR 3/8""",482.4,
GENERICO (SIN CATEGORIZAR),MICRO0001,MICROONDAS 0.7,2000.0,
GENERICO (SIN CATEGORIZAR),MIRA0001,MINI SPLIT 1 TON SOLO FRIO 220V INVERTER X GAS R32,8400.0,
GENERICO (SIN CATEGORIZAR),MIRA0004,MINI SPLIT 1.5 TON SOLO FRIO 220V INVERTER XR32,10862.0,
GENERICO (SIN CATEGORIZAR),MIRA0003,MINI SPLIT 1.5 TON SOLO FRIO 220V ON/OFF NEX2024,11250.0,
GENERICO (SIN CATEGORIZAR),MIRA0002,MINI SPLIT 2 TON SOLO FRIO 220V INVERTER XR32,14224.14,
GENERICO (SIN CATEGORIZAR),ICEC0001,MINI SPLIT ICECO 1 TON S/F 220V,6375.0,
GENERICO (SIN CATEGORIZAR),ICEC0002,MINI SPLIT ICECO 2 TON S/F 220V,16500.0,
GENERICO (SIN CATEGORIZAR),ABB0001,MISTRAL IP65 8 MODULOS,706.5,
GENERICO (SIN CATEGORIZAR),MOBI0001,MOBILIARIO DE OFICINA,153450.0,
GENERICO (SIN CATEGORIZAR),4900515,MOLDURA PARA PUERTA MPDWA160*,0.0,
GENERICO (SIN CATEGORIZAR),MONI0005,"MONITOR 1 1/2""*",18.96,
GENERICO (SIN CATEGORIZAR),MONI0004,"MONITOR 1 1/4""*",18.32,
GENERICO (SIN CATEGORIZAR),MONI0003,"MONITOR 1""*",8.45,
GENERICO (SIN CATEGORIZAR),MONI0001,"MONITOR 1/2""*",3.08,
GENERICO (SIN CATEGORIZAR),MONI0007,"MONITOR 2 1/2""*",76.4,
GENERICO (SIN CATEGORIZAR),MONI0006,"MONITOR 2""*",28.19,
GENERICO (SIN CATEGORIZAR),MONI0008,"MONITOR 3""*",79.98,
GENERICO (SIN CATEGORIZAR),MONI0002,"MONITOR 3/4""*",5.04,
GENERICO (SIN CATEGORIZAR),MONI0009,"MONITOR 4""*",119.31,
GENERICO (SIN CATEGORIZAR),MORD0004,"MORDAZA ACERO  1 1/4""X 1/2""*",52.89,
GENERICO (SIN CATEGORIZAR),MORD0003,"MORDAZA ACERO 1 1/4""X 3/8""*",51.6,
GENERICO (SIN CATEGORIZAR),MORD0009,"MORDAZA ACERO 3/4""X 3/8""*",45.92,
GENERICO (SIN CATEGORIZAR),HU15,MORDAZA INTERIOR VIGAS P3087*,72.89,
GENERICO (SIN CATEGORIZAR),HU14,MORDAZA TIPO VENTANA P 1796S HU14*,168.75,
GENERICO (SIN CATEGORIZAR),MOLCA001,MORTERO PARA MOLER ALIMENTOS GRANDE,450.0,
GENERICO (SIN CATEGORIZAR),686C,"NAVAJA ABAT AC INO EMER 8-1/4""",363.6,
GENERICO (SIN CATEGORIZAR),UND24M,"NIVEL ANT IMP DU MAGNETICO 24""",466.8,
GENERICO (SIN CATEGORIZAR),UNI36M,"NIVEL ANT IMP MAGN ALUMINIO 36""",476.4,
GENERICO (SIN CATEGORIZAR),N24M,"NIVEL MAGNETICO ALUMINIO 24""",181.2,
GENERICO (SIN CATEGORIZAR),NBKS0002,NOBREAK R-AVR 3008 3000VA/2400W,1591.305,
GENERICO (SIN CATEGORIZAR),NBKS0001,NOBREAK SKE GP1000 1000VA/600W,1950.0,
GENERICO (SIN CATEGORIZAR),MEGA0080,PANEL 60X60 40W SLIM MULTIVOLTAJE*,780.89,
GENERICO (SIN CATEGORIZAR),PERR0007,PERRO TIPO ALEMAN 3/4,,
GENERICO (SIN CATEGORIZAR),PERR0005,PERRO TIPO ALEMAN 3/8,,
GENERICO (SIN CATEGORIZAR),2292G,"PINZ ELEC RG LGA LAT 8-9/32""",462.0,
GENERICO (SIN CATEGORIZAR),PSF35,PISTOLA CALAFATEADA C/CREM REF,114.0,
GENERICO (SIN CATEGORIZAR),PSFC,PISTOLA CALAFATEADA CON CREMALLER,57.6,
GENERICO (SIN CATEGORIZAR),PC918,PISTOLA CALOR 1800W 120V 6AC,1716.0,
GENERICO (SIN CATEGORIZAR),PQ3610G,PLUG IN FUSE 100A 3P+G 600V,15155.175,
GENERICO (SIN CATEGORIZAR),PDB263503,POWER BLOCK TRIFASICO 2 ENTRADAS 350 Y 6 SALIDAS 2/0,7305.0,
GENERICO (SIN CATEGORIZAR),HBL26410,"RECEPTACULO 3F, 4H, 60A, 600V, MODELOHBL26410 HUBBEL",14421.3,
GENERICO (SIN CATEGORIZAR),BACE0002,"RECEPTACULO PARA FOTOCELDA""",49.16,
GENERICO (SIN CATEGORIZAR),REDU0008,"RED AL 1 1/2""-1 """,43.86,
GENERICO (SIN CATEGORIZAR),REDU0007,"RED AL 1 1/2""-1 1/4""",43.86,
GENERICO (SIN CATEGORIZAR),REDU0004,"RED AL 1 1/4""-1""",33.28,
GENERICO (SIN CATEGORIZAR),REDU0006,"RED AL 1 1/4""-1/2""",33.28,
GENERICO (SIN CATEGORIZAR),REDU0005,"RED AL 1 1/4""-3/4""",33.28,
GENERICO (SIN CATEGORIZAR),REDU0003,"RED AL 1""-1/2""",,
GENERICO (SIN CATEGORIZAR),REDU0011,"RED AL 2""-1 1/2""",69.66,
GENERICO (SIN CATEGORIZAR),REDU0001,"RED AL 3/4""-1/2""",11.35,
GENERICO (SIN CATEGORIZAR),FKSUFO01,REFECTOR CAMPANA TIPO UFO 100W*,1447.83,
GENERICO (SIN CATEGORIZAR),REG0001,REG KOBLENZ ER-2550 2500VA 4C,1158.84,
GENERICO (SIN CATEGORIZAR),MOSQ0001,RESORTE PARA MOSQUITERO #3,24.54,
GENERICO (SIN CATEGORIZAR),USK03,RODILLERA GOMA UREA,811.2,
GENERICO (SIN CATEGORIZAR),46181505,RODILLERAS EVA,,
GENERICO (SIN CATEGORIZAR),REVA,RODILLERAS EVA,312.0,
GENERICO (SIN CATEGORIZAR),EMPA0001,RONDANA CON EMPAQUE #14 X 165,0.24,
GENERICO (SIN CATEGORIZAR),ROND0002,RONDANA CUADRADA DE 3/8 CHAROFIL*,32.6,
GENERICO (SIN CATEGORIZAR),ROND0001,RONDANA CUASRADA DE 1/2 CHAROFIL*,63.28,
GENERICO (SIN CATEGORIZAR),SARD0001,"SARDINEL BLANCO 3"" X 6.10 MTS",714.6,
GENERICO (SIN CATEGORIZAR),SM360TSN,"SENSOR DE MOVIEMIENTO ""DE TECHO"" 360°BCO LUMMI*",489.9,
GENERICO (SIN CATEGORIZAR),SIKA0001,SIKASIL UNIVERSAL TRANSPARENTE 280ML,112.41,
GENERICO (SIN CATEGORIZAR),SILL0001,SILLA EJECUTIVA OPERATIVA NEGRA OHE65,3253.95,
GENERICO (SIN CATEGORIZAR),SILL0002,SILLA GAMER SILLA OPERATIVA GAMER003,3139.5,
GENERICO (SIN CATEGORIZAR),SILLON0001,SILLON TAPIZADO EN TELA,0.0,
GENERICO (SIN CATEGORIZAR),SOLE0005,"SOLERA DE COBRE DE 1/4 X 1 1/2 X 27""",1444.13,
GENERICO (SIN CATEGORIZAR),SOLE0020,SOLERA DE COBRE DE 1/4 X 2 X 40CM,0.0,
GENERICO (SIN CATEGORIZAR),MU12,SOPORTE FIJABARRAS PARA ANCLAR*,37.15,
GENERICO (SIN CATEGORIZAR),SOPO0001,SOPORTE PARA BARRA DE CU,69.3,
GENERICO (SIN CATEGORIZAR),GU10SK,"SOQUET GU10 CERAMICA""",20.37,
GENERICO (SIN CATEGORIZAR),S00694,"SOQUET MOGUL""",30.72,
GENERICO (SIN CATEGORIZAR),MG51402,SUSPENSION CENTRAL A TECHO TIPO AS2/5724*,24.34,
GENERICO (SIN CATEGORIZAR),ALTAPRO,"TANQUE PRECARGADO 86 GAL 125 PSI, ALTAPRO XLB 86",,
GENERICO (SIN CATEGORIZAR),3522,TAPON AUDITIVO NARANJA,9.91,
GENERICO (SIN CATEGORIZAR),TAPO0003,"TAPON FS GALV 1""*",13.88,
GENERICO (SIN CATEGORIZAR),TAPO0002,"TAPON FS GALV 3/4""*",13.87,
GENERICO (SIN CATEGORIZAR),TRANS0005,TASNFORMADOR SECO 75 KVA 480/460/440-220/127V DELTA ESTRELLA,,
GENERICO (SIN CATEGORIZAR),ZASA0029,"TERM OJO SIN AISLAR  C/CORTO CAL. 3/0  1/2""*",46.43,
GENERICO (SIN CATEGORIZAR),ZASA0028,"TERM OJO SIN AISLAR C/CORTO CAL. 3/0  3/8""",46.43,
GENERICO (SIN CATEGORIZAR),ZASA0014,"TERM OJO SIN AISLAR C/CORTO CAL. 4  1/2""*",19.26,
GENERICO (SIN CATEGORIZAR),ZASA0010,"TERM OJO SIN AISLAR C/CORTO CAL. 6  1/2""*",14.55,
GENERICO (SIN CATEGORIZAR),ZASA0007,"TERM OJO SIN AISLAR C/CORTO CAL. 6  1/4""*",8.49,
GENERICO (SIN CATEGORIZAR),ZASA0009,"TERM OJO SIN AISLAR C/CORTO CAL. 6  3/8""*",10.79,
GENERICO (SIN CATEGORIZAR),ZAPU0001,TERM PUNTA FERRUL CAL 10 AMARILLA*,2.19,
GENERICO (SIN CATEGORIZAR),ZAPU0003,TERM PUNTA FERRUL CAL 14-16 AZUL*,2.19,
GENERICO (SIN CATEGORIZAR),ZAPU0002,TERM PUNTA FERRUL CAL 18-20 ROJA*,1.98,
GENERICO (SIN CATEGORIZAR),ZAPU0004,TERM PUNTA FERRUL CAL 18-22 ROJA*,1.98,
GENERICO (SIN CATEGORIZAR),ZAPU0005,TERM PUNTA PHOENIX  CAL 10-12 AMARILLA*,4.21,
GENERICO (SIN CATEGORIZAR),TERM0001,TERMO 500 MANGA TERMO CON TRACTIL CAL 3/0-500,0.0,
GENERICO (SIN CATEGORIZAR),TERM630,TERMOCONTRACTIL 1.2 MTS 6-3/0,354.687,
GENERICO (SIN CATEGORIZAR),TERMI001,TERMOCONTRACTIL NEGRO DE 1,60.435,
GENERICO (SIN CATEGORIZAR),TERM12,TERMOCONTRACTIL TERMOFIL 600V 1/2 RISER,10.35,
GENERICO (SIN CATEGORIZAR),TERM14,TERMOCONTRACTIL TERMOFIL 600V 1/4 RISER,6.0,
GENERICO (SIN CATEGORIZAR),TERM2,TERMOCONTRACTIL TERMOFIL 600V 2 RISER,72.0,
GENERICO (SIN CATEGORIZAR),TERM34,TERMOCONTRACTIL TERMOFIL 600V 3/4 RISER,21.75,
GENERICO (SIN CATEGORIZAR),TERM38,TERMOCONTRACTIL TERMOFIL 600V 3/8 RISER,8.25,
GENERICO (SIN CATEGORIZAR),T61000,TEST FLUKE T6-1000,9450.0,
GENERICO (SIN CATEGORIZAR),THIN0001,THINENER COPE ESTANDAR,,
GENERICO (SIN CATEGORIZAR),STER0002,TOMA TELEFONICA 4H RJ11 BL*,79.71,
GENERICO (SIN CATEGORIZAR),TOAM0001,TOPE AMARILLO CAL 12-10*,1.79,
GENERICO (SIN CATEGORIZAR),TOAZ0001,TOPE AZUL CAL 16-14*,1.19,
GENERICO (SIN CATEGORIZAR),TOBI0001,TOPE CAÑON BIMETALICO CAL 1/0*,18.15,
GENERICO (SIN CATEGORIZAR),TOBI0003,TOPE CAÑON BIMETALICO CAL 3/0*,23.85,
GENERICO (SIN CATEGORIZAR),TOBI0004,TOPE CAÑON BIMETALICO CAL 4/0*,0.0,
GENERICO (SIN CATEGORIZAR),TORO0001,TOPE ROJO CAL 18-22*,1.11,
GENERICO (SIN CATEGORIZAR),TRSE0004,TRANSF SECO 3F 15KVA 480/440-220Y/127V,1437.9,
GENERICO (SIN CATEGORIZAR),TRANS0001,TRASNFORMADOR SECO 15 KVA 440-220/127V SQD,47826.735,
GENERICO (SIN CATEGORIZAR),TRANS0002,TRASNFORMADOR SECO 15 KVA 480/460/440-220/127 HAMMONT EL1A00,26915.22,
GENERICO (SIN CATEGORIZAR),TRANS0003,TRASNFORMADOR SECO 30 KVA 480-220V HAMMONT,27496.5,
GENERICO (SIN CATEGORIZAR),TRANS0004,TRASNFORMADOR SECO 75 KVA 440-220V DELTA ESTRELLA ZETRAK,38016.86,
GENERICO (SIN CATEGORIZAR),TRI0001,TRIPIE UNIVERSAL,2592.0,
GENERICO (SIN CATEGORIZAR),TRIP0001,TRIPLAY DE PINO 16MM,930.885,
GENERICO (SIN CATEGORIZAR),TGSR0005,"TUB GALV SIN ROSCA 1 1/2""*",309.11,
GENERICO (SIN CATEGORIZAR),TGSR0004,"TUB GALV SIN ROSCA 1 1/4""*",309.11,
GENERICO (SIN CATEGORIZAR),TGSR0003,"TUB GALV SIN ROSCA 1""*",234.48,
GENERICO (SIN CATEGORIZAR),TGSR0001,"TUB GALV SIN ROSCA 1/2""*",107.325,
GENERICO (SIN CATEGORIZAR),TGSR0007,"TUB GALV SIN ROSCA 2 1/2""*",866.43,
GENERICO (SIN CATEGORIZAR),TGSR0006,"TUB GALV SIN ROSCA 2""*",456.12,
GENERICO (SIN CATEGORIZAR),TGSR0008,"TUB GALV SIN ROSCA 3""*",1097.64,
GENERICO (SIN CATEGORIZAR),TGSR0002,"TUB GALV SIN ROSCA 3/4""*",133.58,
GENERICO (SIN CATEGORIZAR),TGSRA0001,TUB GALV SIN ROSCA ETIQUETA AZUL 1/2,86.175,
