Marca/Grupo,SKU,Nombre,Precio,Categorias
GENERICO (CODOS PVC),CDPV0008,"CODO PVC T. PESADO 3""*",86.16,
GENERICO (CODOS PVC),CDPV0002,"CODO PVC T. PESADO 3/4""*",5.78,
GENERICO (CODOS PVC),CDPV0009,"CODO PVC T. PESADO 4""",133.49,
GENERICO (CODOS),CPVC0001,CODO 90 GRADOS DE 1 1/4 DE PULGADA BLANCO DURA,15.5,
GENERICO (CODOS),CDSR0003,"CODO SIN ROSCA  1""*",71.82,
GENERICO (CODOS),CDSR0001,"CODO SIN ROSCA  1/2""",23.54,
GENERICO (CODOS),CDSR0006,"CODO SIN ROSCA  2""*",222.08,
GENERICO (CODOS),CDSR0008,"CODO SIN ROSCA  3""*",974.48,
GENERICO (CODOS),CDSR0002,"CODO SIN ROSCA  3/4""*",32.6,
GENERICO (CODOS),CDSR0005,"CODO SIN ROSCA 1 1/2""*",146.13,
GENERICO (CODOS),CDSR0004,"CODO SIN ROSCA 1 1/4""*",126.15,
GENERICO (CONDULETS),COC0005,"CONDULET C 1 1/2""""",244.35,
GENERICO (CONDULETS),COC0006,CONDULET C 1 1/4,,
GENERICO (CONDULETS),COC0004,"CONDULET C 1 1/4""""",241.65,
GENERICO (CONDULETS),COC0003,"CONDULET C 1""",113.78,
GENERICO (CONDULETS),COC0001,"CONDULET C 1/2""""",61.83,
GENERICO (CONDULETS),COC0007,"CONDULET C 2""""",479.25,
GENERICO (CONDULETS),COC0002,"CONDULET C 3/4""""",77.63,
GENERICO (CONDULETS),COLB0005,"CONDULET LB 1 1/2""""",238.65,
GENERICO (CONDULETS),COLB0004,"CONDULET LB 1 1/4""""",231.56,
GENERICO (CONDULETS),COLB0003,"CONDULET LB 1""""",101.9,
GENERICO (CONDULETS),COLB0001,"CONDULET LB 1/2""""",54.18,
GENERICO (CONDULETS),COLB0006,"CONDULET LB 2""""",442.47,
GENERICO (CONDULETS),COLB0008,"CONDULET LB 3""",738.13,
GENERICO (CONDULETS),COLB0002,"CONDULET LB 3/4""""",69.02,
GENERICO (CONDULETS),COLL0004,"CONDULET LL 1 1/4""""",228.98,
GENERICO (CONDULETS),COLL0003,"CONDULET LL 1""",101.27,
GENERICO (CONDULETS),COLL0001,"CONDULET LL 1/2""""",0.0,
GENERICO (CONDULETS),COLL0006,"CONDULET LL 2""",0.0,
GENERICO (CONDULETS),COLL0002,"CONDULET LL 3/4""""",59.07,
GENERICO (CONDULETS),COLR0005,"CONDULET LR 1 1/2""""",245.75,
GENERICO (CONDULETS),COLR0003,"CONDULET LR 1""""",101.27,
GENERICO (CONDULETS),COLR0001,"CONDULET LR 1/2""""",137.4,
GENERICO (CONDULETS),COLR0006,"CONDULET LR 2""",0.0,
GENERICO (CONDULETS),COLR0002,"CONDULET LR 3/4""""",74.15,
GENERICO (CONDULETS),COT0005,"CONDULET OT 1 1/2""""",242.52,
GENERICO (CONDULETS),COT0004,"CONDULET OT 1 1/4""""",238.64,
GENERICO (CONDULETS),COT0001,"CONDULET OT 1/2""""",61.28,
GENERICO (CONDULETS),COT0006,"CONDULET OT 2""""",484.4,
GENERICO (CONDULETS),COT0008,"CONDULET OT 3""""",742.46,
GENERICO (CONDULETS),COT0002,"CONDULET OT 3/4""",82.55,
GENERICO (CONECTORES BIPARTIDOS),COBI0010,CONECTOR BIPARTIDO 250*,215.65,
GENERICO (CONECTORES BIPARTIDOS),COBI0013,CONECTOR BIPARTIDO 500*,165.23,
GENERICO (CONECTORES BIPARTIDOS),COBI0004,CONECTOR BIPARTIDO BIM CAL 1/0*,177.43,
GENERICO (CONECTORES BIPARTIDOS),COBI0003,CONECTOR BIPARTIDO BIM CAL 2*,86.97,
GENERICO (CONECTORES BIPARTIDOS),COBI0012,CONECTOR BIPARTIDO BIM CAL 350*,215.65,
GENERICO (CONECTORES BIPARTIDOS),COBI0002,CONECTOR BIPARTIDO BIM CAL 4,82.5,
GENERICO (CONECTORES LICUATITE),CTLI0020,"CONECT CURVO LICUTITE 1 1/2""¨*",205.76,
GENERICO (CONECTORES LICUATITE),CTLI0019,"CONECT CURVO LICUTITE 1 1/4""*",152.22,
GENERICO (CONECTORES LICUATITE),CTLI0018,"CONECT CURVO LICUTITE 1""",100.62,
GENERICO (CONECTORES LICUATITE),CTLI0016,"CONECT CURVO LICUTITE 1/2""*",31.08,
GENERICO (CONECTORES LICUATITE),CTLI0022,"CONECT CURVO LICUTITE 2 1/2""*",712.2,
GENERICO (CONECTORES LICUATITE),CTLI0021,"CONECT CURVO LICUTITE 2""*",278.0,
GENERICO (CONECTORES LICUATITE),CTLI0017,"CONECT CURVO LICUTITE 3/4""*",43.08,
GENERICO (CONECTORES LICUATITE),CTLI0024,"CONECT CURVO LICUTITE 4""*",0.0,
GENERICO (CONECTORES LICUATITE),CTLI0006,"CONECT RECTO LICUTITE 1 1/2""",102.56,
GENERICO (CONECTORES LICUATITE),CTLI0005,"CONECT RECTO LICUTITE 1 1/4""",83.07,
GENERICO (CONECTORES LICUATITE),CTLI0004,"CONECT RECTO LICUTITE 1""*",48.62,
GENERICO (CONECTORES LICUATITE),CTLI0002,"CONECT RECTO LICUTITE 1/2""*",21.48,
GENERICO (CONECTORES LICUATITE),CTLI0007,"CONECT RECTO LICUTITE 2""¨*",139.29,
GENERICO (CONECTORES LICUATITE),CTLI0009,"CONECT RECTO LICUTITE 3""*",579.86,
GENERICO (CONECTORES LICUATITE),CTLI0003,"CONECT RECTO LICUTITE 3/4""*",35.15,
GENERICO (CONECTORES PVC),CTPV0023,"CONECTOR HEMBRA PVC 6"" C-40*",631.16,
GENERICO (CONECTORES PVC),CTPV0006,"CONECTOR PVC T PESADO 2""*",45.84,
GENERICO (CONECTORES PVC),CTPV0005,"CONECTOR PVC T. PESADO 1 1/2""*",31.89,
GENERICO (CONECTORES PVC),CTPV0004,"CONECTOR PVC T. PESADO 1 1/4""*",26.45,
GENERICO (CONECTORES PVC),CTPV0003,"CONECTOR PVC T. PESADO 1""*",4.98,
GENERICO (CONECTORES PVC),CTPV0001,"CONECTOR PVC T. PESADO 1/2""*",3.71,
GENERICO (CONECTORES PVC),CTPV0007,"CONECTOR PVC T. PESADO 2 1/2""*",77.94,
GENERICO (CONECTORES PVC),CTPV0008,"CONECTOR PVC T. PESADO 3""*",114.2,
GENERICO (CONECTORES PVC),CTPV0002,"CONECTOR PVC T. PESADO 3/4""*",4.07,
GENERICO (CONECTORES PVC),CTPV0009,"CONECTOR PVC T. PESADO 4""*",205.43,
GENERICO (CONECTORES VCL),CTVCL20,CONECTOR VCL 1/2*,42.56,
GENERICO (CONECTORES VCL),CTVCL40,CONECTOR VCL 4/0*,46.82,
GENERICO (CONECTORES VCL),CTVCL10,CONECTOR VCL1/0*,38.04,
GENERICO (CONECTORES ZAPA),CTZA0003,"CONECTOR RECTO ZAPA 3/8""*",7.59,
GENERICO (CONECTORES ZAPA),CTZA0020,"CONECTOR ZAPA CURVO 1 1/2""*",119.46,
GENERICO (CONECTORES ZAPA),CTZA0019,"CONECTOR ZAPA CURVO 1 1/4""*",43.94,
GENERICO (CONECTORES ZAPA),CTZA0016,"CONECTOR ZAPA CURVO 1/2""*",24.75,
GENERICO (CONECTORES ZAPA),CTZA0021,"CONECTOR ZAPA CURVO 2""*",137.19,
GENERICO (CONECTORES ZAPA),CTZA0017,"CONECTOR ZAPA CURVO 3/4""*",27.81,
GENERICO (CONECTORES ZAPA),CTZA0006,"CONECTOR ZAPA RECTO 1 1/2""¨*",39.96,
GENERICO (CONECTORES ZAPA),CTZA0005,"CONECTOR ZAPA RECTO 1 1/4""*",32.25,
GENERICO (CONECTORES ZAPA),CTZA0004,"CONECTOR ZAPA RECTO 1""*",23.09,
GENERICO (CONECTORES ZAPA),CTZA0001,"CONECTOR ZAPA RECTO 1/2""*",9.74,
GENERICO (CONECTORES ZAPA),CTZA0008,"CONECTOR ZAPA RECTO 2 1/2""*",165.12,
GENERICO (CONECTORES ZAPA),CTZA0007,"CONECTOR ZAPA RECTO 2""*",52.76,
GENERICO (CONECTORES ZAPA),CTZA0009,"CONECTOR ZAPA RECTO 3""*",248.33,
GENERICO (CONECTORES ZAPA),CTZA0002,"CONECTOR ZAPA RECTO 3/4""*",14.64,
GENERICO (CONECTORES ZAPA),CTZA0010,"CONECTOR ZAPA RECTO 4""*",613.4,
GENERICO (CONECTORES),CAPU0010,"CAPUCHON AZUL/GRIS CONECTOR DE RESORTE""",7.65,
GENERICO (CONECTORES),CTBI0004,CONECTOR BIPARTIDO BIM CAL 1/0,139.02,
GENERICO (CONECTORES),CTBI0003,CONECTOR BIPARTIDO BIM CAL 2,92.0,
GENERICO (CONECTORES),CTBI0010,CONECTOR BIPARTIDO BIM CAL 250,404.55,
GENERICO (CONECTORES),CTBI0012,CONECTOR BIPARTIDO BIM CAL 350,0.0,
GENERICO (CONECTORES),CTBI0002,CONECTOR BIPARTIDO BIM CAL 4,73.35,
GENERICO (CONECTORES),CTBI0013,CONECTOR BIPARTIDO BIM CAL 500,793.23,
GENERICO (CONECTORES),CTSR0005,"CONECTOR CON TORNILLO 1 1/2""*",43.09,
GENERICO (CONECTORES),CTSR0004,"CONECTOR CON TORNILLO 1 1/4""*",79.92,
GENERICO (CONECTORES),CTSR0003,"CONECTOR CON TORNILLO 1""*",16.0,
GENERICO (CONECTORES),CTSR0001,"CONECTOR CON TORNILLO 1/2""*",8.06,
GENERICO (CONECTORES),CTSR0007,"CONECTOR CON TORNILLO 2 1/2""*",156.74,
GENERICO (CONECTORES),CTSR0006,"CONECTOR CON TORNILLO 2""*",63.4,
GENERICO (CONECTORES),CTSR0002,"CONECTOR CON TORNILLO 3/4""*",10.64,
GENERICO (CONECTORES),CTSR0009,"CONECTOR CON TORNILLO 4""*",319.92,
GENERICO (CONECTORES),COF0001,CONECTOR FLEXIBLE PARA GAS 3/8 X3/8,165.51,
GENERICO (CONECTORES),CTHU0004,"CONECTOR HUB 1 1/4""**",102.56,
GENERICO (CONECTORES),CTHU0003,"CONECTOR HUB 1""*",102.56,
GENERICO (CONECTORES),CTHU0001,"CONECTOR HUB 1/2""*",53.21,
GENERICO (CONECTORES),CTHU0008,"CONECTOR HUB 3""*",445.82,
GENERICO (CONECTORES),CTHU0002,"CONECTOR HUB 3/4""*",67.73,
GENERICO (CONECTORES),CTVA0006,CONECTOR P/VARILLA DE TIERRA CW 5/8*,45.06,
GENERICO (CONECTORES),AISL0025,CONECTOR PERICO CAL 8- 2/0*,208.22,
GENERICO (CONECTORES),CTUR0003,"CONECTOR USO RUDO 1""*",23.36,
GENERICO (CONECTORES),CTUR0001,"CONECTOR USO RUDO 1/2""*",6.71,
GENERICO (CONECTORES),CTUR0002,"CONECTOR USO RUDO 3/4""*",11.48,
GENERICO (CONECTORES),CTWP0005,"CONECTOR WP 1 1/2*""",100.86,
GENERICO (CONECTORES),CTWP0004,"CONECTOR WP 1 1/4""*",98.46,
GENERICO (CONECTORES),CTWP0003,"CONECTOR WP 1""*",36.83,
GENERICO (CONECTORES),CTWP0001,"CONECTOR WP 1/2""*",15.81,
GENERICO (CONECTORES),CTWP0007,"CONECTOR WP 2 1/2""*",263.3,
GENERICO (CONECTORES),CTWP0006,"CONECTOR WP 2""*",247.59,
GENERICO (CONECTORES),CTWP0008,"CONECTOR WP 3""*",390.72,
GENERICO (CONECTORES),CTWP0002,"CONECTOR WP 3/4""",23.67,
GENERICO (CONECTORES),CTWP0009,"CONECTOR WP 4""*",1041.46,
GENERICO (CONECTORES),CTFO0008,JGO CONECTOR MC4 HEMBRA Y MACHO CAL 10,74.64,
GENERICO (CONECTORES),S00548,TUBO LED T8 65K 100-265V CLARO DOBLE CONECTOR,32.7,
GENERICO (CONTACTORES),BOBI0001,BOBINA PARA CONTACTOR S2 220V 3RT2934-5AN21,558.75,
GENERICO (CONTACTOS DUPLEX),RAWE0001,TAPA ALUMINIO P/CONTACTO DUPLEX TR0285 4T*,51.75,
GENERICO (CONTACTOS DUPLEX),ORBI0008,TAPA INTERPERIE CONTACTO DUPLEX 4X4 2B 2C2D*,46.95,
GENERICO (CONTACTOS ELECTRICOS),10045237,BLOCO CONTACTO BFCO,,
GENERICO (CONTACTOS ELECTRICOS),10561730,BLOCO CONTACTO BFCO-22,,
GENERICO (CONTACTOS ELECTRICOS),10459053,CONTACTO AUX BCXMR11*,0.0,
GENERICO (CONTACTOS ELECTRICOS),10356494,CONTACTO AUX FRONTAL BCXMFC1*,0.0,
GENERICO (CONTACTOS ELECTRICOS),10045715,CONTACTO AUX LATERAL BCXML11*,0.0,
GENERICO (CONTACTOS ELECTRICOS),FULG0005,"CONTACTO CHINO 2P, 3H, 20A, 250V""",58.38,
GENERICO (CONTACTOS ELECTRICOS),FULG0006,"CONTACTO CHINO COLGANTE 2P, 3H, 15A, 220V""",58.3,
GENERICO (CONTACTOS ELECTRICOS),ILV0010,CONTACTO DOBLE BRUSHED METAL NEGRO*,87.0,
GENERICO (CONTACTOS ELECTRICOS),ILV0009,CONTACTO DOBLE POLICARBONATO METAL BLANCO*,71.25,
GENERICO (CONTACTOS ELECTRICOS),RAWE0002,TAPA ALUMINIO CONTACTO 35.3MM TR-0414 2T*,65.73,
GENERICO (CONTACTOS ELECTRICOS),RAWE0003,TAPA ALUMINIO CONTACTO 40.3MM TR-0414 2T*,65.73,
GENERICO (CONTACTOS ELECTRICOS),ORBI0009,TAPA INTERPERIE CONTACTO REDONDO 36MM 2B 1CSV*,46.95,
GENERICO (CONTACTOS ELECTRICOS),ORBI0011,TAPA INTERPERIE CONTACTO REDONDO 40MM 2B 1CP020*,133.88,
GENERICO (CONTACTOS ELECTRICOS),BTIC00005,TAPA PARA CONTACTO DIUPLEX Q100RN,54.68,
GENERICO (CONTRATUERCAS),CONT0005,"CONTRATUERCA 1 1/2""*",9.05,
GENERICO (CONTRATUERCAS),CONT0004,"CONTRATUERCA 1 1/4""*",7.56,
GENERICO (CONTRATUERCAS),CONT0003,"CONTRATUERCA 1""*",4.05,
GENERICO (CONTRATUERCAS),CONT0001,"CONTRATUERCA 1/2""*",1.69,
GENERICO (CONTRATUERCAS),CONT0007,"CONTRATUERCA 2 1/2""*",23.96,
GENERICO (CONTRATUERCAS),CONT0006,"CONTRATUERCA 2""*",13.69,
GENERICO (CONTRATUERCAS),CONT0008,"CONTRATUERCA 3""¨",37.73,
GENERICO (CONTRATUERCAS),CONT0002,"CONTRATUERCA 3/4""*",2.5,
GENERICO (CONTRATUERCAS),CONT0009,"CONTRATUERCA 4""*",79.65,
GENERICO (COPLES CON ROSCA),COCR0005,"COPLE CON ROSCA 1 1/2""*",51.6,
GENERICO (COPLES CON ROSCA),COCR0004,"COPLE CON ROSCA 1 1/4""*",46.11,
GENERICO (COPLES CON ROSCA),COCR0003,"COPLE CON ROSCA 1""*",21.24,
GENERICO (COPLES CON ROSCA),COCR0001,"COPLE CON ROSCA 1/2""*",9.06,
GENERICO (COPLES CON ROSCA),COCR0007,"COPLE CON ROSCA 2 1/2""*",291.6,
GENERICO (COPLES CON ROSCA),COCR0006,"COPLE CON ROSCA 2""*",58.95,
GENERICO (COPLES CON ROSCA),COCR0008,"COPLE CON ROSCA 3""*",220.01,
GENERICO (COPLES CON ROSCA),COCR0002,"COPLE CON ROSCA 3/4""*",12.92,
GENERICO (COPLES CON ROSCA),COCR0010,"COPLE CON ROSCA 4""*",540.47,
GENERICO (COPLES CON ROSCA),COCR040,COPLE CON ROSCA CEDULA 40 3/4,540.47,
GENERICO (COPLES CON TORNILLO),COSR0005,"COPLE CON TORNILLO 1 1/2""*",37.71,
GENERICO (COPLES CON TORNILLO),COSR0004,"COPLE CON TORNILLO 1 1/4""*",32.16,
GENERICO (COPLES CON TORNILLO),COSR0003,"COPLE CON TORNILLO 1""*",9.92,
GENERICO (COPLES CON TORNILLO),COSR0001,"COPLE CON TORNILLO 1/2""*",5.75,
GENERICO (COPLES CON TORNILLO),COSR0007,"COPLE CON TORNILLO 2 1/2""*",112.38,
GENERICO (COPLES CON TORNILLO),COSR0006,"COPLE CON TORNILLO 2""*",42.75,
GENERICO (COPLES CON TORNILLO),COSR0009,"COPLE CON TORNILLO 3 1/2""*",233.63,
GENERICO (COPLES CON TORNILLO),COSR0008,"COPLE CON TORNILLO 3""*",143.03,
GENERICO (COPLES CON TORNILLO),COSR0002,"COPLE CON TORNILLO 3/4""*",8.37,
GENERICO (COPLES CON TORNILLO),COSR0010,"COPLE CON TORNILLO 4""*",233.63,
GENERICO (COPLES PVC),COPV400,COPLE PVC 4X4,,
GENERICO (COPLES PVC),COPV0005,"COPLE PVC T. PESADO 1 1/2""*",23.87,
GENERICO (COPLES PVC),COPV0004,"COPLE PVC T. PESADO 1 1/4*""",17.27,
GENERICO (COPLES PVC),COPV0003,"COPLE PVC T. PESADO 1""*",5.28,
GENERICO (COPLES PVC),COPV0001,"COPLE PVC T. PESADO 1/2""*",2.15,
GENERICO (COPLES PVC),COPV0007,"COPLE PVC T. PESADO 2 1/2""*",83.3,
GENERICO (COPLES PVC),COPV0006,"COPLE PVC T. PESADO 2""*",30.65,
GENERICO (COPLES PVC),COPV0008,"COPLE PVC T. PESADO 3""*",89.27,
GENERICO (COPLES PVC),COPV0002,"COPLE PVC T. PESADO 3/4""*",2.91,
GENERICO (COPLES PVC),COPV0009,"COPLE PVC T. PESADO 4""*",137.72,
GENERICO (COPLES WP),COWP0004,COPLE WP 1 1/4,33.42,
GENERICO (COPLES WP),COWP0003,"COPLE WP 1""*",33.42,
GENERICO (COPLES WP),COWP0001,"COPLE WP 1/2""*",14.57,
GENERICO (COPLES WP),COWP0007,"COPLE WP 2 1/2""*",297.36,
GENERICO (COPLES WP),COWP0006,"COPLE WP 2""*",98.28,
GENERICO (COPLES WP),COWP0008,"COPLE WP 3""*",433.575,
GENERICO (COPLES WP),COWP0002,"COPLE WP 3/4""*",19.7,
GENERICO (COPLES WP),COWP0009,"COPLE WP 4""*",727.65,
GENERICO (COPLES),COHE0004,"COPLE HEXAGONAL 1/2""",10.32,
GENERICO (COPLES),COHE0001,"COPLE HEXAGONAL 1/4""",3.71,
GENERICO (COPLES),COHE0003,"COPLE HEXAGONAL 3/8""",5.81,
GENERICO (COPLES),TGCR0005,"TUB GALV C/ROSCA Y COPLE 1 1/2""*",524.505,
GENERICO (COPLES),TGCR0004,"TUB GALV C/ROSCA Y COPLE 1 1/4""*",442.98,
GENERICO (COPLES),TGCR0003,"TUB GALV C/ROSCA Y COPLE 1""*",318.9,
GENERICO (COPLES),TGCR0001,"TUB GALV C/ROSCA Y COPLE 1/2""*",176.64,
GENERICO (COPLES),TGCR0007,"TUB GALV C/ROSCA Y COPLE 2 1/2""*",,
GENERICO (COPLES),TGCR0006,"TUB GALV C/ROSCA Y COPLE 2""*",788.6835,
GENERICO (COPLES),TGCR0008,"TUB GALV C/ROSCA Y COPLE 3""*",1983.08,
GENERICO (COPLES),TGCR0002,"TUB GALV C/ROSCA Y COPLE 3/4""*",487.35,
GENERICO (ESPATULAS),123112,"ESPATULA ALTA MANGO BIM 12""",126.0,
GENERICO (ESPATULAS),123036,"ESPATULA FLEX AL CA MGO BIM 6"" UREA",447.12,
GENERICO (ESPATULAS),123034,"ESPATULA FLEX ALTA CA MGO BIM 4"" UREA",68.4,
GENERICO (ESPATULAS),123022,"ESPATULA RIG ALT CA MGO BIM 2"" UREA",50.4,
GENERICO (ESPATULAS),123110,"ESPATULA TAP ALT CA MGO BIM 10"" UREA",121.2,
GENERICO (ESPATULAS),6501X,JUEGO ESPATULAS FLEX INOX BIM 4PZ,517.2,
GENERICO (FLEXOMETROS),1589HD,FLEXOMETRO ANT-IMP CAU 8M 27MM,430.8,
GENERICO (FLEXOMETROS),1586HD,FLEXOMETRO ANTI-IMP CAU 5MX27MM,342.0,
GENERICO (FUSIBLES),AISL0002,CORTA CIRCUITOS FUSIBLE 15KV 100A,1974.135,
GENERICO (FUSIBLES),HU361RB,DESCONECTADOR 3x30 600V S/FUSIBLES SQD,9332.16,
GENERICO (FUSIBLES),HU362RB,DESCONECTADOR SERV. PESADO 3P 60A S/PORTAFUSIBLE SQD,13115.94,
GENERICO (FUSIBLES),FUSE0012,FUSIBLE  60AMP 6000V TAMAÑO 000 1SCA022627R1390,,
GENERICO (FUSIBLES),FRSR30,FUSIBLE DOBLE ELEMENTO,518.7,
GENERICO (FUSIBLES),FUSE0011,FUSIBLE GG TAMAÑO 000 40A OFAF000H40,,
GENERICO (FUSIBLES),FLSR30ID,FUSIBLE INDICADOR 30AM 600V,,
GENERICO (FUSIBLES),FUSE0006,"FUSIBLE MOD. FLNR-15, CLASE RK5 250V LITTE",117.0,
GENERICO (FUSIBLES),FUSE0004,"FUSIBLE MOD. FLNR-20, CLASE R, 250 VOLTS, DE LA MARCA  LITTE",127.5,
GENERICO (FUSIBLES),FUSE0005,FUSIBLE NO RENOVABLE 250V 30AMP NLN-30,54.915,
GENERICO (FUSIBLES),FUSE0060,FUSIBLE RENOVABLE 60A 250W 10KA CLASE H,33.0,
GENERICO (FUSIBLES),FUSE1014,FUSIBLE RK5 200A 600V TRS200R MERSEN,1650.0,
GENERICO (FUSIBLES),FUSE1036,FUSIBLE RKFS DOBLE FLSR-60ID,819.0,
GENERICO (FUSIBLES),FUSE1000,FUSIBLE TIPO J JTD150ID,3229.5,
GENERICO (FUSIBLES),FUSE0001,LISTON FUSIBLE 15KV 20AMP,84.825,
GENERICO (FUSIBLES),FUSE0003,LISTON FUSIBLE 15KV 30AMP,111.075,
GENERICO (FUSIBLES),FUSE0010,PORTA FUSIBLE XLP000 100A 690V 3P 1SEP1SEP201428R0001,,
GENERICO (FUSIBLES),FUSE0002,PORTAFUSIBLE 15KV MARCA MULTICO PTPTFFU021,794.55,
GENERICO (GABINETES),H150FMX,GABINETE EMPOTRAR MARCO H 150A,1531.14,
GENERICO (GABINETES),FA100RB,GABINETE N3R MARCO F 100A*,4117.5,
GENERICO (GABINETES),G4A504020,GABINETE PCYM CENTRALIZADOR DE TC,,
GENERICO (GABINETES),DYFI0001,GABINETE PLASTICO ROJO  DE 1.4 x 0.7 X 0.35 MTS,20700.0,
GENERICO (GABINETES),FA100SMX,GABINETE SOBREPONER MARCO F 100A*,1278.12,
GENERICO (GABINETES),J250FMX,GABINETE TIPO EMPOTRAR MARCO J 250A*,4501.5,
GENERICO (GABINETES),KA225FMX,GABINETE TIPO EMPOTRAR MARCO K 225A*,2342.36,
GENERICO (GABINETES),LA400FMX,GABINETE TIPO EMPOTRAR MARCO L 400A*,7030.98,
GENERICO (GABINETES),J250SMX,GABINETE TIPO SOBREPONER MARCO J 250A*,4501.5,
GENERICO (GABINETES),KA250SMX,GABINETE TIPO SOBREPONER MARCO K 250A*,2342.36,
GENERICO (GUANTES),UISGEG,GUANTE NAILON CON RECUBRIMIENTO DE NITRILO ESPUMOSO,,
GENERICO (ILUMINACION LED),A19LED030,3PACK FOCO DOMESTICO A19 LED 8.5W 100-240V 3000K,90.52655,
GENERICO (ILUMINACION LED),A19LED010,3PACK FOCO DOMESTICO A19 LED 8.5W 100-240V 6500K,90.52655,
GENERICO (ILUMINACION LED),BACE0063,CAMPANA LED HIGHBAY 240W,2074.5,
GENERICO (ILUMINACION LED),PARE50W,CAMPANA MODULAR LED 50W 6500K ARTELITE,975.0,
GENERICO (ILUMINACION LED),S01004,CANALETA LED LCI118/S 18W 65K 130V 1.20M,65.805,
GENERICO (ILUMINACION LED),L5275130,CELING LED 250 REJILLA 23W 100-140V AT POR FASE 60K BC MAGG,1088.48,
GENERICO (ILUMINACION LED),PDL50Q600,DRIVER LED 50W 100-277V IP67 DONE LED,224.25,
GENERICO (ILUMINACION LED),18YDLED430,EMPOTRADO LED 18W 100-240 6500,180.63,
GENERICO (ILUMINACION LED),PT45LED12,FOCO  MINI BALA LED 12W LUMMI,78.75,
GENERICO (ILUMINACION LED),S00059,FOCO  VAPOR DE SODIO 150W E39,165.46,
GENERICO (ILUMINACION LED),S00075,FOCO ADITIVO METALICO  250W E39,296.57,
GENERICO (ILUMINACION LED),S00001,FOCO ADITIVO METALICO 1000W BT37 E39 CORTO,590.9,
GENERICO (ILUMINACION LED),FOAM0007,FOCO ADITIVO METALICO 250W,223.65,
GENERICO (ILUMINACION LED),FOAM0008,FOCO ADITIVO METALICO 400W,288.93,
GENERICO (ILUMINACION LED),FOAM0003,FOCO ADITIVO METALICO 70W*,210.39,
GENERICO (ILUMINACION LED),FOAH0012,FOCO AHORADOR 100W 6500K PLUSRITE*,294.0,
GENERICO (ILUMINACION LED),FOAH0011,FOCO AHORADOR ESPIRAL 80W 6500K E26 PLUSRITE,258.3,
GENERICO (ILUMINACION LED),S00028,FOCO F32T8 32W 65K,27.9,
GENERICO (ILUMINACION LED),S00175,FOCO FB32T8 32W 65K TIPO U,135.6,
GENERICO (ILUMINACION LED),ML95A,FOCO FIESTA*,47.41,
GENERICO (ILUMINACION LED),BRIL0003,FOCO LED 20W ALTA POTENCIA E26 100-240V 57633 BRILLA MAX,45.0,
GENERICO (ILUMINACION LED),ECOS0001,FOCO LED 60W ST19 700 LUMENES,,
GENERICO (ILUMINACION LED),S00874,FOCO LED A19 12W 30K GU24 130V,87.0,
GENERICO (ILUMINACION LED),S00165,FOCO LED A19 65K 9W 100-265 PK 1 PZ  INDIVIDUAL,10.05,
GENERICO (ILUMINACION LED),S0053INDIV,FOCO LED A19 65K 9W 100-265 PK INDIVIDUAL,9.4875,
GENERICO (ILUMINACION LED),S00530,FOCO LED A19 65K 9W 100-265 PK4PZ,37.95,
GENERICO (ILUMINACION LED),S00222,FOCO LED REFRIGERADOR 7W 65K E26 100-265V*,11.4,
GENERICO (ILUMINACION LED),S00773,FOCO LED RETRO S14 1W E26 130V,27.15,
GENERICO (ILUMINACION LED),FOLE0035,FOCO LED VELA 4W E14 100-240V 3000K*,74.42,
GENERICO (ILUMINACION LED),S00510,FOCO TORPEDO 40W E12 130V CRISTAL CLARO,12.45,
GENERICO (ILUMINACION LED),S00511,FOCO TORPEDO 40W E14 130V CRISTAL CLARO,12.45,
GENERICO (ILUMINACION LED),FOVS0005,FOCO VAPO DE SODIO 400 W*,182.83,
GENERICO (ILUMINACION LED),FOVM0007,FOCO VAPOR DE MERCURIO 250W*,347.41,
GENERICO (ILUMINACION LED),FOCO0008,FOCO VAPOR DE SODIO DE 250W,268.5,
GENERICO (ILUMINACION LED),24PTLLEDR3,INTERIOR DEC PLAFONES LED 24W 100-240V 3000K REDO,326.25,
GENERICO (ILUMINACION LED),12YDLED430,INTERIOR EMPOTRADO LED 12W 100-240V 6500K 720,132.0,
GENERICO (ILUMINACION LED),18PTLLEDR3,INTERIOR PLAFONES LED 18W 100-240V 3000K,229.5,
GENERICO (ILUMINACION LED),GU10LLED00,LAMAPRA LED GU10 6W 100-240V 6500K,43.9655,
GENERICO (ILUMINACION LED),S00422,LAMPARA APH 2X20 CON TUBOS DE VIDRIO,498.45,
GENERICO (ILUMINACION LED),HILU0001,LAMPARA EXPRESSC2182W 36000LM 850 120-277V 0-10D H08-EXP-DF-,,
GENERICO (ILUMINACION LED),HILU0002,LAMPARA HBAY MT C2 164W 3000LM 850 120-277V ON-OFF H08-HBY-,,
GENERICO (ILUMINACION LED),6PTLLEDR30,LAMPARA INT LED SP/TECHO 6W100-240V320LM3000K NEGRA,126.0,
GENERICO (ILUMINACION LED),LEDAR111MV,LAMPARA LED 12W 25° CALIDO 2700K,354.26,
GENERICO (ILUMINACION LED),15DAR111,LAMPARA LED AR111 15W 3000K G53 1350LM,576.0,
GENERICO (ILUMINACION LED),15DAR1165,LAMPARA LED AR111 15W 6500K G53 1350LM,458.5,
